RANK,ELO,LEVEL,ALIAS,STREAK,WINS,LOSSES,RATIO,TOTAL,LAST GAME
255,1247,,Jay,-1,32,22,59%,54,2023/04/09
256,1246,,Anilasabyss,+2,17,11,61%,28,2023/04/16
257,1245,,Sonnenschein,-3,20,14,59%,34,2023/03/30
258,1245,,RepoRogue,-1,15,7,68%,22,2023/04/02
259,1245,,PunisHer1638,-2,22,16,58%,38,2023/04/13
260,1245,,Noah,-2,9,3,75%,12,2023/04/02
261,1245,,Uesugi,+1,10,3,77%,13,2023/03/23
262,1244,,The Face of Autism,+1,20,12,63%,32,2023/04/16
263,1244,,SiegMundJoe,+1,17,10,63%,27,2023/04/16
264,1244,,Boomgoesthedynamite,-1,55,36,60%,91,2023/04/16
265,1242,,Thrawn,-1,10,4,71%,14,2023/04/04
266,1242,,Mister Ju-Ju,+1,33,22,60%,55,2023/04/16
267,1241,,GBPirate,-1,9,3,75%,12,2023/04/10
268,1238,,~SB 真多~,-1,156,132,54%,288,2023/04/14
269,1237,,Kwarzym,-1,13,5,72%,18,2023/04/16
270,1237,,Bernulf von Greifenstein,+1,24,16,60%,40,2023/04/02
271,1237,,Kaduin,+2,21,14,60%,35,2023/04/08
272,1237,,BiliBilI_24073386_狐狸,+3,15,6,71%,21,2023/04/17
273,1237,,Pie-Eater,-4,13,7,65%,20,2023/03/29
274,1235,,^1Soldat^0James,+1,32,20,62%,52,2023/04/16
275,1235,,Player 4,+2,17,10,63%,27,2023/04/12
276,1235,,folder,+3,90,87,51%,177,2023/04/06
277,1234,,Turin,+1,13,6,68%,19,2023/03/25
278,1234,,SuperKeitel,+2,64,44,59%,108,2023/04/17
279,1232,,BananaInPajamas,-1,32,23,58%,55,2023/04/15
280,1232,,DD響,+5,16,7,70%,23,2023/03/29
281,1232,,Ghaell,-2,21,16,57%,37,2023/03/25
282,1231,,suzune[JP],-3,17,13,57%,30,2023/03/25
283,1230,,lush_meadow,+3,10,4,71%,14,2023/04/15
284,1229,,HighFive,+1,47,40,54%,87,2023/04/17
285,1229,,aSIISymbiosis,+1,10,3,77%,13,2023/04/17
286,1229,,Esxile,+5,61,53,54%,114,2023/03/30
287,1229,,normad,+1,25,18,58%,43,2023/04/15
288,1229,,PaperPadding,-1,27,17,61%,44,2023/04/10
289,1228,,ChocolateStarfish,+13,19,7,73%,26,2023/04/05
290,1228,,tightrope,-2,22,14,61%,36,2023/04/12
291,1228,,Prostenal,-1,38,25,60%,63,2023/03/30
292,1228,,Elisabeth Eugenie,+1,36,23,61%,59,2023/04/09
293,1227,,[CuCh] The-Pope,-1,17,11,61%,28,2023/04/15
294,1227,,I Find A Computer Indispensable,-1,46,31,60%,77,2023/04/09
295,1227,,Synthsere,-2,24,14,63%,38,2023/04/14
296,1227,,Wasack,-1,52,41,56%,93,2023/04/04
297,1226,,TwistedTootsy,-2,30,19,61%,49,2023/03/29
298,1226,,OHxYEAHxJNP,+2,25,12,68%,37,2023/04/16
299,1225,,Cular13,+3,36,24,60%,60,2023/04/13
300,1225,,wolf_tank,+2,52,40,57%,92,2023/03/31
301,1224,,Fuel Enjoyer,+5,10,3,77%,13,2023/04/08
302,1224,,butterfingers158,+1,7,3,70%,10,2023/04/07
303,1223,,RRREEEIII,-1,83,75,53%,158,2023/04/17
304,1223,,Mercury Blaze,-1,9,4,69%,13,2023/04/10
305,1222,,Vaits,-2,8,4,67%,12,2023/03/31
