RANK,ELO,LEVEL,ALIAS,STREAK,WINS,LOSSES,RATIO,TOTAL,LAST GAME
452,1182,,[DPRK]DoGGiMan,+1,69,55,56%,124,2023/04/17
453,1182,,William J,-6,49,37,57%,86,2023/04/09
454,1181,,Makros,-1,11,6,65%,17,2023/03/29
455,1181,,Razer,+5,16,7,70%,23,2023/04/13
456,1181,,Mercenary90,+6,12,5,71%,17,2023/04/17
457,1181,,Mas91_IMB,-2,20,13,61%,33,2023/04/11
458,1181,,jamesjamozo,-2,13,9,59%,22,2023/04/04
459,1181,,oki,+5,11,6,65%,17,2023/04/12
460,1180,,Punk McThrust,+1,12,8,60%,20,2023/04/07
461,1180,,Big Busty Sister,+1,22,16,58%,38,2023/04/06
462,1180,,[MF] YourTherapist,+2,12,5,71%,17,2023/04/05
463,1180,,Mr.Kal,-2,13,8,62%,21,2023/04/13
464,1179,,Tubby,-1,18,12,60%,30,2023/04/12
465,1178,,(✺ω✺)chupacabra,+3,7,3,70%,10,2023/04/10
466,1178,,qqwqqp,+1,29,21,58%,50,2023/04/07
467,1178,,Hostis,+3,44,28,61%,72,2023/03/26
468,1177,,MoronPark_The World!,-1,31,24,56%,55,2023/04/17
469,1177,,maousaki,+2,21,12,64%,33,2023/03/26
470,1177,,Auto Man,+4,9,4,69%,13,2023/03/28
471,1176,,emeritus,-2,7,3,70%,10,2023/04/15
472,1176,,🐫🐎🐫🐫🐎🐫🐫🐎,+1,15,10,60%,25,2023/04/04
473,1176,,limewizz,+1,8,3,73%,11,2023/03/30
474,1176,,Wasack,+2,38,31,55%,69,2023/04/15
475,1175,,Mantra,-2,20,14,59%,34,2023/04/14
476,1175,,I was only blinking,+2,29,25,54%,54,2023/04/11
477,1175,,DanteQuaylin,+4,69,57,55%,126,2023/04/16
478,1175,,gumin,+1,12,6,67%,18,2023/03/28
479,1174,,Corvo Attano,+1,57,41,58%,98,2023/03/25
480,1174,,Bundy ♥,-3,35,28,56%,63,2023/04/18
481,1173,,Puffy,-1,23,12,66%,35,2023/04/08
482,1173,,papanash,+2,59,41,59%,100,2023/03/29
483,1173,,RoXoR,+2,12,6,67%,18,2023/03/31
484,1173,,[EL] Brother Captain Specmarine,+1,9,5,64%,14,2023/04/16
485,1173,,HighFive,+2,28,21,57%,49,2023/04/16
486,1173,,Turin,+1,48,42,53%,90,2023/04/12
487,1173,,Atif Abdul Hafeez,+3,15,8,65%,23,2023/04/01
488,1173,,At_Ease,+2,14,9,61%,23,2023/03/27
489,1173,,Rebrovich,-1,10,5,67%,15,2023/04/08
490,1172,,Malenkiy_Apelsin,-3,11,7,61%,18,2023/04/09
491,1171,,Sukulaku,+1,15,8,65%,23,2023/03/30
492,1171,,Heckmek,+1,8,4,67%,12,2023/03/22
493,1170,,Fat Nanny,+1,18,8,69%,26,2023/04/16
494,1170,,Chumps,-1,19,18,51%,37,2023/03/28
495,1169,,FlAyPiGg,+2,30,20,60%,50,2023/04/12
496,1169,,Nesli,-1,17,8,68%,25,2023/04/07
497,1169,,yoonjh591,-2,12,8,60%,20,2023/03/24
498,1169,,Kaypen97,+3,9,4,69%,13,2023/03/25
499,1168,,Metzel,-3,36,30,55%,66,2023/04/08
500,1168,,Tittendachs,-2,8,4,67%,12,2023/04/18
501,1168,,NoMatterWha,-1,15,10,60%,25,2023/04/11
502,1168,,Loading...,+1,7,3,70%,10,2023/04/02
503,1168,,CV33 Tankette,+3,7,3,70%,10,2023/03/25
504,1167,,.Mercury-uK,+2,10,5,67%,15,2023/04/17
505,1167,,Kübelwagen!,+1,8,3,73%,11,2023/04/16
506,1167,,CryptX,+1,11,5,69%,16,2023/03/27
507,1167,,Joe™,-2,11,5,69%,16,2023/04/17
508,1166,,CrackRabbit,+4,164,130,56%,294,2023/04/14
509,1166,,SquishyMuffin,-1,23,15,61%,38,2023/03/24
510,1166,,KURT_,-1,21,15,58%,36,2023/04/15
511,1165,,tank,-1,42,28,60%,70,2023/04/17
512,1165,,DALT11,+4,20,11,65%,31,2023/04/17
513,1164,,Dansara,-3,11,9,55%,20,2023/04/05
514,1164,,Slymanx,-1,28,21,57%,49,2023/04/08
515,1164,,S K E N G,+4,11,6,65%,17,2023/04/01
516,1164,,MyFunction,-1,34,21,62%,55,2023/04/09
517,1164,,Yurdle The Turtle,+1,14,8,64%,22,2023/04/07
518,1164,,Major Striker,+3,10,5,67%,15,2023/04/01
519,1163,,Franz,+2,16,11,59%,27,2023/03/25
520,1163,,-Cr4nk-,+2,8,3,73%,11,2023/04/17
521,1163,,Atlas 91,+1,10,5,67%,15,2023/03/25
522,1162,,Blysk,+1,8,4,67%,12,2023/03/29
523,1162,,나이트오브,+2,56,47,54%,103,2023/04/13
524,1162,,Slyzor,-4,76,54,58%,130,2023/04/04
525,1162,,Anilasabyss,+1,15,11,58%,26,2023/04/15
526,1162,,MoonLover138,-2,19,10,66%,29,2023/04/14
527,1162,,hellofr13nd,-1,11,6,65%,17,2023/04/11
528,1161,,Assyrian♱,-1,15,9,63%,24,2023/04/01
529,1161,,tommyfoxy,-3,19,11,63%,30,2023/03/24
530,1161,,Stupid Sexy Julian,+2,48,37,56%,85,2023/04/01
531,1161,,Sambo,+2,52,45,54%,97,2023/04/08
532,1160,,伊卡洛斯,-2,13,9,59%,22,2023/04/04
533,1160,,MotoBomb,+2,10,5,67%,15,2023/04/02
534,1160,,Brick,-2,57,41,58%,98,2023/04/17
535,1160,,I Find A Computer Indispensable,-3,30,23,57%,53,2023/04/13
536,1160,,CrazyEight1994,-1,13,8,62%,21,2023/04/12
537,1160,,Drenicak,+4,9,5,64%,14,2023/03/26
538,1160,,WilliamTang,+1,11,5,69%,16,2023/04/16
539,1159,,A-淌者如溪,+8,24,16,60%,40,2023/03/21
540,1159,,Royal Annihilator,-1,66,47,58%,113,2023/04/13
541,1159,,Devos,-1,7,4,64%,11,2023/03/28
542,1159,,~SB 真多~,-4,27,18,60%,45,2023/04/07
543,1159,,miyanishi,+1,25,14,64%,39,2023/04/17
544,1159,,Elegant_Downfall,-1,8,4,67%,12,2023/03/28
545,1158,,RedLeaderToBase,-2,13,11,54%,24,2023/04/15
546,1158,,Sujy,+1,13,7,65%,20,2023/04/15
547,1158,,Iskra,-1,37,28,57%,65,2023/04/11
548,1158,,are,+1,108,78,58%,186,2023/03/29
549,1158,,AbangFadil,-1,132,114,54%,246,2023/04/17
550,1157,,Sticket,+1,21,20,51%,41,2023/04/14
551,1157,,acefromspace,-1,34,27,56%,61,2023/04/16
552,1157,,Gutsee,+2,15,7,68%,22,2023/03/24
553,1157,,Azusa,+4,86,75,53%,161,2023/04/16
554,1157,,Gnorri,+1,7,4,64%,11,2023/04/05
555,1157,,Joebill,+1,116,98,54%,214,2023/04/17
556,1157,,BarneyStinson,+1,150,116,56%,266,2023/04/17
557,1157,,Josef Ballin',+3,8,4,67%,12,2023/03/21
558,1157,,BALCK_9,-2,16,12,57%,28,2023/04/16
559,1156,,Ben,+1,19,16,54%,35,2023/04/15
560,1156,,XOM9lK,-1,25,16,61%,41,2023/04/12
561,1156,,offmask,-3,9,5,64%,14,2023/04/14
562,1155,,Zaney,+2,24,22,52%,46,2023/03/25
563,1155,,Kask,+5,13,6,68%,19,2023/03/28
564,1155,,Kos,+1,13,9,59%,22,2023/04/02
565,1154,,F4lcon,+1,125,107,54%,232,2023/04/17
566,1154,,dsrdhy9902,+1,12,10,55%,22,2023/04/17
567,1154,,ssume,+1,56,45,55%,101,2023/04/15
568,1153,,Joel,-1,23,16,59%,39,2023/04/17
569,1153,,Tóóór,+3,7,3,70%,10,2023/04/16
570,1153,,Haja,+4,8,3,73%,11,2023/04/17
571,1153,,Darth Jar Jar Binks,+2,34,23,60%,57,2023/04/03
572,1153,,EtherealDragon,+3,44,35,56%,79,2023/04/03
573,1153,,Hudini der Mann ohne Sound,-1,9,4,69%,13,2023/03/23
574,1152,,Parasite,+1,21,13,62%,34,2023/04/16
575,1152,,eybe,-1,10,6,63%,16,2023/04/08
576,1152,,SHVAKS,+1,24,16,60%,40,2023/03/29
577,1152,,12azzmatazz,+9,16,8,67%,24,2023/03/23
578,1151,,ad.,+7,14,7,67%,21,2023/03/29
579,1151,,RaBBBio^,+3,7,3,70%,10,2023/03/26
580,1151,,Scrufio,+2,11,6,65%,17,2023/03/25
581,1151,,Saevo,-1,18,11,62%,29,2023/04/05
582,1151,,J_Shizlet,+2,21,17,55%,38,2023/04/16
583,1150,,Nr03,-4,49,46,52%,95,2023/04/17
584,1150,,恩恩,+3,49,37,57%,86,2023/04/16
585,1150,,Lord Tachanka-savior,+2,45,36,56%,81,2023/04/15
586,1150,,OmnissiaH,-1,34,22,61%,56,2023/04/07
587,1150,,karamo6,-2,44,29,60%,73,2023/04/15
588,1150,,kizlo,+1,81,64,56%,145,2023/04/02
589,1150,,锅连长,-4,95,79,55%,174,2023/04/17
590,1150,,Fish Ball,+2,8,5,62%,13,2023/03/24
591,1149,,Jello,-3,7,4,64%,11,2023/04/04
592,1149,,Esxile,+4,25,18,58%,43,2023/04/10
593,1149,,Pat Mustard,+3,8,4,67%,12,2023/04/07
594,1148,,REDACTED,-1,9,5,64%,14,2023/04/04
595,1147,,Window Shopping,+1,70,62,53%,132,2023/04/18
596,1147,,mickal21,+2,12,6,67%,18,2023/04/16
597,1147,,JJuKKuRi,-1,27,18,60%,45,2023/04/17
598,1147,,[TakTakTak]Boys,+2,19,16,54%,35,2023/03/31
599,1147,,SuperKeitel,-1,23,12,66%,35,2023/03/21
600,1146,,Dromaeda,-3,23,17,58%,40,2023/04/18
601,1146,,Off Meta,-3,300,245,55%,545,2023/04/17
602,1146,,Isnipeontwitch,-3,124,98,56%,222,2023/04/14
603,1146,,loovus,-1,9,5,64%,14,2023/03/21
604,1146,,Your Worst Nightmare,+1,26,22,54%,48,2023/04/10
605,1146,,Wulfe,-1,10,6,63%,16,2023/03/29
606,1145,,Patrick,+1,24,22,52%,46,2023/04/17
607,1145,,wardog,+2,11,7,61%,18,2023/04/09
608,1144,,lubi,-3,10,7,59%,17,2023/04/11
609,1143,,jc5776,+1,81,63,56%,144,2023/04/17
610,1143,,DarkAgeRush,-1,14,10,58%,24,2023/04/05
611,1143,,RepoRogue,-1,28,22,56%,50,2023/04/13
612,1143,,Capton X2,+2,57,40,59%,97,2023/04/13
613,1142,,DPdangi28,+3,23,15,61%,38,2023/04/12
614,1142,,ASWZ ScrotalLord,-2,28,19,60%,47,2023/04/02
615,1142,,Maup,+1,22,14,61%,36,2023/04/17
616,1142,,Diabulax,+1,15,11,58%,26,2023/03/26
617,1142,,Devrye,+2,14,7,67%,21,2023/03/28
618,1142,,Mr Indigo,-1,7,3,70%,10,2023/03/22
619,1141,,John 14,+2,19,12,61%,31,2023/04/08
620,1141,,Blizstolmnik,+3,8,6,57%,14,2023/04/10
621,1141,,BigGameHUnter,+2,80,63,56%,143,2023/04/17
622,1141,,Invokerka,-1,12,7,63%,19,2023/04/15
623,1140,,Nebel,+2,13,9,59%,22,2023/03/22
624,1140,,Unusualsoupcan,-2,35,28,56%,63,2023/03/31
625,1140,,B3rr3x,+1,50,36,58%,86,2023/04/14
626,1139,,KevinTDW,+5,22,17,56%,39,2023/04/06
627,1139,,[THT] Thusanai,-2,9,6,60%,15,2023/04/01
628,1139,,Der Regulator,-1,8,5,62%,13,2023/03/31
629,1139,,A fine rectal purge,+3,8,5,62%,13,2023/04/05
630,1138,,SmurfWolf,+1,28,23,55%,51,2023/04/17
631,1138,,NiW,+4,16,12,57%,28,2023/04/15
632,1138,,pokory,+1,12,6,67%,18,2023/04/16
633,1138,,LALO SALAMANCA,+3,10,6,63%,16,2023/04/17
634,1137,,StonedAssassin,+3,26,20,57%,46,2023/03/24
635,1137,,Mercury Blaze,-1,7,3,70%,10,2023/04/15
636,1137,,Eki2,-1,9,5,64%,14,2023/04/13
637,1137,,TheIceSage,+5,70,60,54%,130,2023/04/04
638,1136,,Tato,+3,41,32,56%,73,2023/04/16
639,1136,,phx.Mohikaner,-1,23,15,61%,38,2023/04/04
640,1136,,YouAreDead,+4,7,3,70%,10,2023/03/27
641,1135,,Speedbird,-1,174,134,56%,308,2023/04/17
642,1135,,403671774,-3,32,19,63%,51,2023/04/12
643,1134,,Superfula05,+1,20,14,59%,34,2023/04/02
644,1134,,medic,-1,11,6,65%,17,2023/04/15
645,1134,,KINDERPARTY,-3,77,64,55%,141,2023/04/03
646,1134,,Lethal,+1,31,26,54%,57,2023/04/15
647,1134,,BlaBla,+1,12,8,60%,20,2023/04/15
648,1134,,thecrazycowboygeneral,+3,198,174,53%,372,2023/04/18
649,1134,,Sleepy Gary,+1,19,13,59%,32,2023/03/24
650,1134,,Kannamix,+1,58,49,54%,107,2023/04/17
651,1133,,snekasan,+3,39,29,57%,68,2023/04/07
652,1133,,Ryniel,+4,30,22,58%,52,2023/04/12
653,1133,,Nobiscum Deus,+4,10,5,67%,15,2023/03/22
654,1133,,总维新,-2,12,10,55%,22,2023/04/17
655,1133,,ThanatosLT,+1,11,6,65%,17,2023/03/26
656,1133,,BiliBili 乂 神帕斯狼,-4,15,11,58%,26,2023/03/31
657,1133,,x_soldierOG,+2,24,17,59%,41,2023/03/28
658,1133,,只愛❤毛妹,+1,53,45,54%,98,2023/04/15
659,1132,,MrGrach,-3,28,24,54%,52,2023/04/04
660,1132,,suk,-2,60,38,61%,98,2023/04/17
661,1132,,Mystogan,-2,98,83,54%,181,2023/04/10
662,1132,,guazimodo,-1,76,68,53%,144,2023/04/04
663,1131,,Loncar,-1,17,9,65%,26,2023/04/17
664,1131,,Imaturkeith,-2,19,13,59%,32,2023/04/09
665,1131,,ZRL454,-1,11,8,58%,19,2023/04/14
666,1131,,PartTimeNinja,+2,19,15,56%,34,2023/04/11
667,1130,,Lord Heat,+2,7,4,64%,11,2023/03/30
668,1130,,Poodle,+1,40,35,53%,75,2023/04/16
669,1130,,Cain,+2,15,10,60%,25,2023/04/15
670,1130,,Maxi,+3,17,15,53%,32,2023/04/17
671,1130,,Dilophosaur,+1,15,9,63%,24,2023/04/05
672,1129,,D O M I N A T E,-2,20,16,56%,36,2023/04/10
673,1129,,Kiju,+3,15,11,58%,26,2023/04/07
674,1129,,VulcanHDGaming,-1,13,9,59%,22,2023/04/11
675,1129,,aleX ツ,+2,19,13,59%,32,2023/03/31
676,1129,,AdLibitum003,+4,7,4,64%,11,2023/04/03
677,1129,,Swol Team 6,-1,18,13,58%,31,2023/03/22
678,1129,,Free Stasiu,+1,10,7,59%,17,2023/04/03
679,1128,,alanlai9123,+4,7,4,64%,11,2023/04/16
680,1128,,BrutusHR,+1,8,6,57%,14,2023/03/23
681,1128,,TioFreak,+2,7,4,64%,11,2023/03/25
682,1128,,HI,-1,8,5,62%,13,2023/04/17
683,1127,,Keano,-1,16,9,64%,25,2023/03/25
684,1127,,Lillepus,+1,7,4,64%,11,2023/04/12
685,1127,,E连★左宗棠 老年特攻队,+1,44,39,53%,83,2023/03/24
686,1127,,ALEJO5500,-1,90,72,56%,162,2023/04/02
687,1127,,Juvenile,+3,10,7,59%,17,2023/04/11
688,1126,,bukvi,-3,11,9,55%,20,2023/04/05
689,1126,,Sang-WOO! from SNU!,+1,21,19,53%,40,2023/04/12
690,1124,,Herodad,-1,17,14,55%,31,2023/04/01
691,1124,,Marcello,-2,6,4,60%,10,2023/04/14
692,1124,,TheGoodMoose,+1,10,5,67%,15,2023/04/17
693,1123,,mikeX,+3,15,8,65%,23,2023/04/12
694,1123,,SuppEngineer,+2,10,6,63%,16,2023/04/02
695,1123,,yunusG35,+1,34,27,56%,61,2023/04/17
696,1123,,BigLang,-3,28,17,62%,45,2023/04/09
697,1122,,BrainSplat | SoĿΛΠ,+4,21,17,55%,38,2023/03/28
698,1122,,Stormthorn,+3,7,3,70%,10,2023/04/15
699,1122,,LPDAiborne82,+7,8,3,73%,11,2023/04/11
700,1122,,DiddlyHole,+4,13,7,65%,20,2023/04/17
701,1122,,C.G. Jung,-4,23,16,59%,39,2023/04/17
702,1122,,YouNeverKeepMeDown,-1,100,88,53%,188,2023/04/11
703,1122,,Euan,+3,22,16,58%,38,2023/03/31
704,1122,,불꽃남자박상준,+2,34,25,58%,59,2023/04/16
705,1121,,cease2existt,-1,10,4,71%,14,2023/04/01
706,1121,,D3kay,+2,29,21,58%,50,2023/04/16
707,1121,,Clickar,-1,7,4,64%,11,2023/03/27
708,1121,,Nasredhin,-1,34,27,56%,61,2023/03/31
709,1121,,WARWOLFMELF,-1,17,12,59%,29,2023/03/22
710,1120,,LEV-Detahaven,+5,29,23,56%,52,2023/04/17
711,1120,,Cazasar,+4,7,3,70%,10,2023/03/24
712,1120,,JULIUS,-2,14,11,56%,25,2023/04/13
713,1120,,[IRS] EBass,+1,32,26,55%,58,2023/04/15
714,1119,,Sharpg,+2,15,12,56%,27,2023/04/06
715,1119,,Sinverguenza,-2,16,11,59%,27,2023/04/08
716,1119,,Yennefer of stalinberg,-1,8,4,67%,12,2023/04/07
717,1119,,shinjp,-1,65,59,52%,124,2023/03/21
718,1118,,inespie,+1,7,4,64%,11,2023/04/08
719,1118,,Apollo,-1,59,45,57%,104,2023/04/06
720,1118,,JJiGae,+2,41,31,57%,72,2023/04/16
721,1118,,James Baldwin,+1,26,19,58%,45,2023/04/08
722,1117,,Briefcase Taco,-2,19,17,53%,36,2023/04/15
723,1117,,krashbandicoot,-1,50,41,55%,91,2023/04/05
724,1116,,Willyto,+2,27,22,55%,49,2023/04/16
725,1116,,Grounded_Bagel,+1,45,38,54%,83,2023/04/07
726,1116,,BortekThePigeon,+3,10,7,59%,17,2023/04/02
727,1116,,WACA,-2,39,27,59%,66,2023/04/16
728,1116,,Wolfsindis,-1,9,7,56%,16,2023/04/03
729,1115,,MistaKupa,+3,9,6,60%,15,2023/04/11
730,1115,,2Fat2Furious,+1,101,102,50%,203,2023/04/09
731,1114,,GhOsT??? :),-1,7,4,64%,11,2023/04/13
732,1114,,ERIKB,-1,23,20,53%,43,2023/03/28
733,1114,,Bames Nond Having A Stronk,-1,16,12,57%,28,2023/04/17
734,1113,,Umbra Reloaded,+1,21,18,54%,39,2023/04/12
735,1113,,★★★Jusaro★★★,-1,32,24,57%,56,2023/04/11
736,1113,,Ashmole,+3,54,52,51%,106,2023/04/17
737,1113,,sarapowa,-2,51,39,57%,90,2023/04/11
738,1113,,Ondrejko,+1,27,24,53%,51,2023/04/15
739,1113,,Aliebuda,+7,13,8,62%,21,2023/04/14
740,1113,,Re4pR,-1,12,8,60%,20,2023/03/23
741,1112,,Lars,+2,8,4,67%,12,2023/04/07
742,1112,,GluteusMaximus,-1,10,6,63%,16,2023/04/17
743,1111,,Dr. Jungy Brungenn,+3,10,6,63%,16,2023/04/14
744,1111,,roelgoessen,+4,7,3,70%,10,2023/04/01
745,1111,,TetrisRanger,-1,28,19,60%,47,2023/03/29
746,1111,,Tango,+1,61,52,54%,113,2023/04/16
747,1111,,LaFaf,+1,18,16,53%,34,2023/03/31
748,1111,,7UziTotingMonkeys,+5,39,33,54%,72,2023/04/09
749,1111,,[DpS]Warlock,+1,6,4,60%,10,2023/04/06
750,1110,,Sostradayu,-1,50,47,52%,97,2023/04/14
751,1110,,Willaguy,-5,34,32,52%,66,2023/04/12
752,1110,,Rutherford B. Hayes,+1,15,12,56%,27,2023/03/31
753,1110,,Atisaurus,+1,6,4,60%,10,2023/04/12
754,1110,,Bel,+2,99,86,54%,185,2023/04/15
755,1109,,Xiaoxiao,-2,13,9,59%,22,2023/04/01
756,1109,,VV_Goth_VV,+3,10,5,67%,15,2023/03/22
757,1109,,rettep_s,+6,175,161,52%,336,2023/04/11
758,1109,,Hydroxylpentanol,+2,8,6,57%,14,2023/04/15
759,1109,,vCoh,+5,11,7,61%,18,2023/04/12
760,1108,,Doc,+1,14,10,58%,24,2023/04/06
761,1108,,TheGobbo,-1,16,12,57%,28,2023/04/17
762,1108,,Deepshine,-1,22,14,61%,36,2023/04/12
763,1108,,AoE rage,-1,12,8,60%,20,2023/03/30
764,1108,,Auxiliary Priest,+3,9,5,64%,14,2023/03/31
765,1108,,CHINESE DO NOT SPEAK ENGLISH,-1,6,4,60%,10,2023/04/03
766,1107,,Mr. Bepsi,+1,21,19,53%,40,2023/04/01
767,1107,,Pano_ramix,-2,20,14,59%,34,2023/04/14
768,1107,,Silence,+5,16,12,57%,28,2023/03/23
769,1106,,tangojuliett,+1,23,22,51%,45,2023/04/11
770,1106,,Nickoz,-2,15,14,52%,29,2023/04/09
771,1106,,firejay007,+5,12,7,63%,19,2023/04/17
772,1105,,GunGrave,+1,6,4,60%,10,2023/04/05
773,1105,,crizzy218,-4,13,9,59%,22,2023/04/10
774,1105,,Gn_Patton,-2,8,8,50%,16,2023/04/02
775,1105,,Donutrock,+1,6,4,60%,10,2023/04/08
776,1105,,Sergeant,+1,9,6,60%,15,2023/04/16
777,1105,,Corr,-2,10,8,56%,18,2023/04/01
778,1104,,товарищ LeiFeng,+3,7,5,58%,12,2023/04/17
779,1104,,wutface,+2,74,58,56%,132,2023/03/28
780,1104,,Finesse,+1,34,31,52%,65,2023/03/31
781,1104,,el deglingoo,-4,11,6,65%,17,2023/03/30
782,1104,,Auteeno_Manzano,+1,7,5,58%,12,2023/04/14
783,1104,,Hodolf,+3,25,17,60%,42,2023/04/13
784,1103,,Juggermarc,-1,8,4,67%,12,2023/04/15
785,1103,,沃芬獅,+2,8,4,67%,12,2023/03/25
786,1103,,churchmf,+1,9,6,60%,15,2023/04/16
787,1103,,Grunka Lunka,-3,7,5,58%,12,2023/03/26
788,1103,,Hefe,+2,44,29,60%,73,2023/04/07
789,1103,,Junkz,-1,10,7,59%,17,2023/04/04
790,1102,,Logarr,-1,6,4,60%,10,2023/04/11
791,1102,,Bandit,+1,87,79,52%,166,2023/04/18
792,1101,,nolae,-2,6,5,55%,11,2023/03/21
793,1101,,Adonis Creed,-1,122,107,53%,229,2023/04/17
794,1101,,Vichunt_st,-1,18,13,58%,31,2023/04/17
795,1101,,Rolling9Deep,-2,6,4,60%,10,2023/03/30
796,1100,,Skyvendrake,-1,36,32,53%,68,2023/03/29
797,1100,,MoronPark-CPLASF,-1,6,4,60%,10,2023/04/11
798,1100,,Ranger1408,+1,28,24,54%,52,2023/04/16
799,1099,,PouK-ON #FrenchBanBan,+1,25,20,56%,45,2023/04/10
800,1099,,BloodSpark,+3,8,5,62%,13,2023/04/17
801,1099,,Dr. Malma,+2,32,23,58%,55,2023/03/27
802,1098,,Dance2Noel,+3,41,37,53%,78,2023/04/17
803,1098,,gkii1,-1,8,5,62%,13,2023/04/05
804,1098,,Karl123,-1,48,39,55%,87,2023/04/16
805,1098,,Boskever!?,+2,15,9,63%,24,2023/04/16
806,1098,,SkalliSol,+1,7,4,64%,11,2023/03/31
807,1098,,awayan,-1,32,20,62%,52,2023/03/30
808,1098,,Dvash,-3,11,10,52%,21,2023/04/14
809,1098,,Draj,-1,11,9,55%,20,2023/04/16
810,1098,,n0_ok,+2,23,21,52%,44,2023/04/05
811,1097,,Dred Furst,-2,7,6,54%,13,2023/04/15
812,1097,,J3WN1aL8T0R,-1,19,13,59%,32,2023/04/03
813,1097,,Cular13,+1,32,27,54%,59,2023/04/17
814,1097,,:o its terrA!,+6,8,5,62%,13,2023/04/16
815,1097,,只因你太美,+1,18,14,56%,32,2023/04/11
816,1097,,Chemicals,+3,82,71,54%,153,2023/04/07
817,1097,,Octavius Rex,+3,14,11,56%,25,2023/04/12
818,1097,,APM50,+1,6,4,60%,10,2023/03/21
819,1096,,≡[EZGK]≡ T3dgO13,+2,10,5,67%,15,2023/04/17
820,1096,,acn322,-1,117,94,55%,211,2023/04/18
821,1096,,77Row,+1,10,8,56%,18,2023/04/16
822,1096,,Enlightened Enlisted,+2,33,24,58%,57,2023/03/23
823,1096,,HAN-[cw]100980315,-1,17,12,59%,29,2023/04/11
824,1095,,jinkmoon2,+4,33,27,55%,60,2023/04/15
825,1095,,MoRaCe,-1,13,12,52%,25,2023/03/26
826,1095,,LotDExile,-2,22,17,56%,39,2023/04/09
827,1095,,Relo4d,-2,6,4,60%,10,2023/04/17
828,1095,,超级氟利昂,-3,54,48,53%,102,2023/04/16
829,1095,,Vanilla Ice,+1,12,8,60%,20,2023/03/22
830,1094,,Leninade,+1,8,6,57%,14,2023/04/08
831,1094,,Basilone,-3,43,38,53%,81,2023/04/08
832,1094,,R4md4c,-1,12,12,50%,24,2023/03/31
833,1094,,SHM-xXbaselXx-PaL,+1,11,12,48%,23,2023/04/09
834,1094,,rodfileto,+3,11,8,58%,19,2023/04/07
835,1094,,Kartze,+2,8,5,62%,13,2023/03/21
836,1094,,vuko_zrno,-2,12,13,48%,25,2023/04/05
837,1093,,Madsness,-1,8,5,62%,13,2023/04/08
838,1093,,Vitzy J,+1,10,5,67%,15,2023/03/30
839,1093,,Sea raider,-3,27,21,56%,48,2023/03/28
840,1093,,mooxoxo,+1,45,40,53%,85,2023/04/15
841,1093,,Shockz,-3,27,24,53%,51,2023/04/17
842,1093,,marcmorn,+1,32,31,51%,63,2023/04/15
843,1092,,Everstorm,-2,7,6,54%,13,2023/03/28
844,1092,,nazibbq,-2,7,6,54%,13,2023/04/08
845,1092,,Studano,+3,15,9,63%,24,2023/04/11
846,1092,,Q.man,-4,22,20,52%,42,2023/04/16
847,1092,,KG_Kostov,-4,22,18,55%,40,2023/03/25
848,1091,,88jpmm,+1,76,68,53%,144,2023/04/17
849,1091,,我要向公安举报你,-2,17,15,53%,32,2023/04/05
850,1091,,WeLoveFinals,-2,22,21,51%,43,2023/03/28
851,1091,,Patrick,+2,13,10,57%,23,2023/04/10
852,1091,,Skreddern,-2,28,24,54%,52,2023/03/31
853,1091,,DPJ_realy,-2,22,18,55%,40,2023/04/09
854,1091,,All Day,+1,18,16,53%,34,2023/04/17
855,1091,,sebeck,+4,25,17,60%,42,2023/04/17
856,1091,,Aparoid96,-1,83,68,55%,151,2023/04/16
857,1091,,tsikau,-4,8,8,50%,16,2023/03/22
858,1090,,Mike,+1,17,16,52%,33,2023/04/17
859,1090,,Sporange87,-2,35,28,56%,63,2023/04/17
860,1090,,Libre,+1,10,8,56%,18,2023/04/16
861,1090,,ADOLFO_CABRERA,-1,25,18,58%,43,2023/04/05
862,1089,,WhatTheHelms,+1,9,8,53%,17,2023/03/24
863,1089,,Baked Potato,-2,12,9,57%,21,2023/04/01
864,1088,,Ekko Tek,+2,6,4,60%,10,2023/03/25
865,1088,,50ping,+1,6,4,60%,10,2023/04/02
866,1088,,EffUrDayUp,+1,6,4,60%,10,2023/03/26
867,1087,,GöBLÆN,+3,23,19,55%,42,2023/04/07
868,1087,,Sevas,-3,36,36,50%,72,2023/04/14
869,1087,,Indyjunk,-1,6,4,60%,10,2023/03/25
870,1087,,error 404 player not found,+2,7,4,64%,11,2023/03/22
871,1087,,SovietBuffalo,+1,14,10,58%,24,2023/04/16
872,1087,,Vayze,-1,6,5,55%,11,2023/04/08
873,1087,,Sundman,-2,15,12,56%,27,2023/04/11
874,1087,,sormi,+2,9,6,60%,15,2023/03/28
875,1087,,leonmp4797559,-1,186,184,50%,370,2023/04/17
876,1086,,shekelxpress,+4,66,56,54%,122,2023/04/15
877,1086,,POUP,+1,12,8,60%,20,2023/04/11
878,1086,,riccoriccosupershaker,+5,38,33,54%,71,2023/04/17
879,1085,,★Colonel-zuvyna★,-1,17,12,59%,29,2023/04/04
880,1085,,PlammX,+2,8,5,62%,13,2023/04/06
881,1085,,Dennieh,-4,5,5,50%,10,2023/04/03
882,1085,,natolaeger,-1,16,11,59%,27,2023/04/07
883,1085,,Dad,-3,10,10,50%,20,2023/03/21
884,1085,,Ventus,-2,118,101,54%,219,2023/04/01
885,1084,,Damacles,+1,8,6,57%,14,2023/04/02
