RANK,ELO,LEVEL,ALIAS,STREAK,WINS,LOSSES,RATIO,TOTAL,LAST GAME
886,1084,,xJCx fallen,+1,7,5,58%,12,2023/04/03
887,1084,,Armadin,+3,21,21,50%,42,2023/04/09
888,1084,,IntegralMagno,-2,15,12,56%,27,2023/03/25
889,1084,,dr_squid,+2,16,11,59%,27,2023/03/28
890,1084,,A N U S,+3,8,4,67%,12,2023/04/15
891,1083,,Mentat,+1,35,26,57%,61,2023/04/17
892,1083,,holy handgrenade,-2,6,5,55%,11,2023/04/02
893,1083,,乔龙迪克,-2,9,7,56%,16,2023/04/01
894,1083,,ralneck52,-1,6,5,55%,11,2023/03/21
895,1083,,Alex_the_kid,+6,18,10,64%,28,2023/04/01
896,1083,,熬夜会秃头,-2,35,33,51%,68,2023/04/03
897,1082,,warblewarblewarble,-1,93,80,54%,173,2023/04/17
898,1082,,够得到的钟摆,-3,18,17,51%,35,2023/04/01
899,1082,,DrDoom,+1,36,32,53%,68,2023/04/02
900,1082,,#No_brain,-1,6,4,60%,10,2023/04/01
901,1082,,max,+1,15,10,60%,25,2023/03/21
902,1082,,Bears Beets,-1,66,56,54%,122,2023/04/17
903,1082,,zyk1999,-3,13,11,54%,24,2023/03/27
904,1081,,porta_house_steak,-1,38,31,55%,69,2023/03/22
905,1081,,米勒上尉★John millers.us,+2,75,69,52%,144,2023/04/17
906,1081,,Phillip II - Wardaddy,-1,10,8,56%,18,2023/04/16
907,1081,,Pero,+1,33,30,52%,63,2023/04/10
908,1081,,maker,+2,97,84,54%,181,2023/04/13
909,1081,,Testicular Chewing Goat,-2,7,4,64%,11,2023/04/13
910,1080,,dog,+2,64,55,54%,119,2023/04/17
911,1080,,Mr.Drix,-5,13,11,54%,24,2023/03/21
912,1080,,bluegreen,-2,17,16,52%,33,2023/04/06
913,1080,,Steiner,-2,11,7,61%,18,2023/04/04
914,1080,,198964,+5,21,17,55%,38,2023/04/05
915,1079,,kennyemmy,+2,6,4,60%,10,2023/03/30
916,1079,,Jünker,+1,6,4,60%,10,2023/04/12
917,1079,,Psychomantis.PANG,-2,8,5,62%,13,2023/04/16
918,1079,,Segruba,-2,11,11,50%,22,2023/04/05
919,1079,,AllFillaNoScrilla,+3,9,7,56%,16,2023/04/08
920,1079,,Bilu,-4,72,58,55%,130,2023/04/17
921,1079,,Stronk snulk,-1,14,11,56%,25,2023/04/08
922,1079,,Meepic,-3,13,14,48%,27,2023/04/07
923,1078,,Champion,+1,12,9,57%,21,2023/03/23
924,1078,,Ryxon,+4,9,6,60%,15,2023/04/12
925,1078,,dolph,+1,6,4,60%,10,2023/04/06
926,1078,,Core,-3,9,9,50%,18,2023/04/14
927,1078,,Shraken,-2,9,7,56%,16,2023/03/30
928,1078,,Rocky,+3,14,13,52%,27,2023/03/28
929,1078,,I am not chinese,+1,27,23,54%,50,2023/04/01
930,1078,,Lil Crit,+3,28,24,54%,52,2023/04/08
931,1078,,ドルーギー,-1,10,7,59%,17,2023/03/29
932,1078,,xuliang16879,+1,66,62,52%,128,2023/03/31
933,1078,,Zuntew...,+2,14,10,58%,24,2023/04/16
934,1077,,dbsights,+1,15,13,54%,28,2023/03/31
935,1077,,GeiloGerald,+2,9,6,60%,15,2023/04/10
936,1077,,StarSoulZ,-1,72,65,53%,137,2023/04/13
937,1077,,Aqri,-3,24,20,55%,44,2023/04/06
938,1077,,Temujai,+2,13,12,52%,25,2023/03/23
939,1077,,leo881202,+1,16,14,53%,30,2023/04/13
940,1076,,Sentinel pls,-2,18,19,49%,37,2023/04/17
941,1076,,KC,-1,8,6,57%,14,2023/04/17
942,1076,,Rocky0730,-4,17,17,50%,34,2023/04/06
943,1076,,✠ℜℌℭiℵ✠ℳℭ☦ΔLL,+1,6,4,60%,10,2023/04/16
944,1075,,Echo,+5,31,33,48%,64,2023/04/16
945,1075,,NeuralBooch,+1,11,11,50%,22,2023/04/15
946,1075,,Jayu,-1,6,4,60%,10,2023/03/21
947,1075,,๖ۣۜF1re,-1,27,20,57%,47,2023/04/11
948,1075,,Freydal,-4,56,47,54%,103,2023/04/16
949,1074,,571803985,+2,8,5,62%,13,2023/04/17
950,1074,,junkmail,+1,57,59,49%,116,2023/04/14
951,1074,,Vettlen,+1,9,8,53%,17,2023/04/17
952,1074,,Jango,+1,29,27,52%,56,2023/04/13
953,1073,,Thesin,+1,6,4,60%,10,2023/03/29
954,1073,,Chu,+3,8,6,57%,14,2023/04/16
955,1073,,Patchouli Knowledge,-2,16,13,55%,29,2023/04/01
956,1073,,正义兄大基,-2,11,9,55%,20,2023/03/21
957,1073,,large boss,-1,19,14,58%,33,2023/04/01
958,1072,,Pedro Jedi,-3,25,21,54%,46,2023/04/01
959,1072,,r.e.d.d.e.v.i.l,+1,11,9,55%,20,2023/04/08
960,1072,,AlphaOmega,-2,21,15,58%,36,2023/04/04
961,1072,,Hakunamatada187,+3,10,7,59%,17,2023/03/24
962,1072,,8ug8ear,-1,32,28,53%,60,2023/04/17
963,1072,,Le rat Madan,+1,8,6,57%,14,2023/04/11
964,1072,,neelkoos,-1,25,20,56%,45,2023/04/16
965,1072,,er1k,-1,9,6,60%,15,2023/04/17
966,1072,,rapideyemovement,-2,15,13,54%,28,2023/04/16
967,1072,,Stanley_IceMan_PL,-2,35,29,55%,64,2023/04/02
968,1072,,Divine Fury,+4,46,42,52%,88,2023/04/17
969,1071,,RNGesus,-2,36,33,52%,69,2023/04/17
970,1071,,DaReDeViL,+2,24,19,56%,43,2023/04/12
971,1071,,Witcher,+1,8,6,57%,14,2023/04/09
972,1071,,Ding Dong,-3,46,44,51%,90,2023/04/16
973,1071,,VonLinden,-2,23,25,48%,48,2023/04/17
974,1070,,WazzaBozza,-3,7,6,54%,13,2023/04/06
975,1070,,✡ Merchant ✡,+1,13,12,52%,25,2023/04/07
976,1070,,nobodycan137,+1,11,8,58%,19,2023/04/05
977,1068,,EchoOne,+3,21,14,60%,35,2023/03/28
978,1068,,Yeknod,+2,104,126,45%,230,2023/04/16
979,1068,,General Feldsalat,-2,62,52,54%,114,2023/03/28
980,1068,,Endless Pera,-2,15,14,52%,29,2023/04/07
981,1067,,Gunny,+2,6,4,60%,10,2023/04/04
982,1067,,Rifllian,+6,7,4,64%,11,2023/04/06
983,1067,,Burnt Toast,-1,12,7,63%,19,2023/04/15
984,1066,,Breeze,+1,19,17,53%,36,2023/04/08
985,1066,,kingdom15,-1,6,6,50%,12,2023/03/24
986,1066,,Niko,+1,20,18,53%,38,2023/03/31
987,1065,,Cipher,+2,6,4,60%,10,2023/04/08
988,1065,,APGCobra,+1,7,7,50%,14,2023/03/26
989,1065,,BA_Flesh_WounD,-5,15,14,52%,29,2023/04/14
990,1065,,chiuchiu63333,+2,34,25,58%,59,2023/04/17
991,1065,,HeroicBillyBishop,+4,39,31,56%,70,2023/03/27
992,1065,,NightGoDt,-2,54,49,52%,103,2023/04/17
993,1065,,Rezkin-Gurh,-2,12,8,60%,20,2023/03/24
994,1064,,iswtiger,+3,15,11,58%,26,2023/04/17
995,1064,,The Mega,-1,136,136,50%,272,2023/04/17
996,1064,,proton88,-2,6,4,60%,10,2023/03/24
997,1064,,KingSeamus,+2,26,22,54%,48,2023/03/30
998,1064,,//hd_389,+3,46,46,50%,92,2023/04/16
999,1064,,barti06,-4,152,125,55%,277,2023/04/01
1000,1064,,Clownslayer,-2,14,12,54%,26,2023/04/17
1001,1063,,OverlordCZ,-1,158,155,50%,313,2023/04/16
1002,1063,,Rebel Gizmo,-1,35,34,51%,69,2023/04/10
1003,1063,,Ladabaz,+1,28,20,58%,48,2023/04/09
1004,1063,,Exodiac,-2,15,11,58%,26,2023/04/12
1005,1063,,周子鹤,+2,34,33,51%,67,2023/03/22
1006,1063,,keke,+4,6,4,60%,10,2023/04/15
1007,1063,,SoloWingPixy,-2,12,12,50%,24,2023/03/24
1008,1062,,KernalWolf,-2,19,18,51%,37,2023/04/04
1009,1062,,Lemon and Apples,-2,26,21,55%,47,2023/04/09
1010,1062,,JRocinante,-1,8,7,53%,15,2023/04/13
1011,1062,,Hekezu,-6,36,33,52%,69,2023/04/09
1012,1062,,Micro,+1,117,113,51%,230,2023/04/17
1013,1062,,hollywood,+1,150,139,52%,289,2023/03/29
1014,1062,,Solver,+5,71,69,51%,140,2023/04/12
1015,1061,,Haxses,+2,7,5,58%,12,2023/03/23
1016,1061,,Alexem,+4,53,48,52%,101,2023/04/16
1017,1061,,sergiexp,+1,53,53,50%,106,2023/04/17
1018,1061,,spitfireheat,-2,10,8,56%,18,2023/04/14
1019,1061,,Nemo,+1,46,38,55%,84,2023/04/16
1020,1061,,ThreeOracle,-2,7,5,58%,12,2023/04/09
1021,1061,,Invicta,-3,11,11,50%,22,2023/04/14
1022,1061,,Autobahn Bisquick,+1,64,61,51%,125,2023/04/07
1023,1061,,Haag,-1,8,6,57%,14,2023/03/23
1024,1061,,Waffles,-1,10,8,56%,18,2023/04/12
1025,1060,,PotatoPleb,+2,22,19,54%,41,2023/03/26
1026,1060,,Random,+1,12,10,55%,22,2023/04/08
1027,1060,,TheVVitcher,-1,6,4,60%,10,2023/03/21
1028,1060,,Morlezan,+1,50,61,45%,111,2023/04/17
1029,1060,,Cpt. Unicorn,+1,12,11,52%,23,2023/04/10
1030,1060,,WeakTendon,-2,8,8,50%,16,2023/04/14
1031,1060,,Bacaphonic,-1,8,7,53%,15,2023/04/04
1032,1059,,Goonmoo,+2,9,7,56%,16,2023/03/25
1033,1059,,Al Broken Capote,+2,12,9,57%,21,2023/03/25
1034,1059,,jordanglez97,-1,51,49,51%,100,2023/04/17
1035,1059,,GelbeBanane,+1,6,4,60%,10,2023/04/03
1036,1059,,sebaschaos,-3,34,33,51%,67,2023/03/28
1037,1058,,Eternal_Dawn,-1,90,84,52%,174,2023/04/17
1038,1057,,Khorne's Penguin,-3,40,33,55%,73,2023/04/01
1039,1057,,KampfLachs,+2,14,12,54%,26,2023/04/15
1040,1057,,Brightsite,+2,17,15,53%,32,2023/04/16
1041,1057,,lappodamy,+4,30,22,58%,52,2023/04/17
1042,1056,,Legion707,-2,19,18,51%,37,2023/03/29
1043,1056,,JJs Juggernaut,-3,16,13,55%,29,2023/03/31
1044,1055,,Private_Schneewittchen,-1,7,5,58%,12,2023/03/22
1045,1055,,archie,+2,53,50,51%,103,2023/04/13
1046,1055,,XcomReborn,-1,6,5,55%,11,2023/03/29
1047,1054,,PG88,+2,6,5,55%,11,2023/04/07
1048,1054,,Antagonist,+2,48,41,54%,89,2023/04/11
1049,1054,,sitrock,-1,19,13,59%,32,2023/04/08
1050,1054,,Neuromancer,+1,9,8,53%,17,2023/04/15
1051,1054,,Scotty!,+2,37,34,52%,71,2023/04/10
1052,1053,,RRREEEIII,-4,26,28,48%,54,2023/04/08
1053,1053,,de_prodigz,+2,37,31,54%,68,2023/04/14
1054,1053,,SmittyWicked,+1,10,10,50%,20,2023/03/29
1055,1053,,TankFodder,+2,10,8,56%,18,2023/03/25
1056,1053,,Dharx,-1,9,8,53%,17,2023/04/01
1057,1053,,Pille,+2,25,20,56%,45,2023/04/16
1058,1053,,MrKaos,+1,35,33,51%,68,2023/04/11
1059,1052,,abenco00,+4,21,19,53%,40,2023/04/09
1060,1052,,Giuseppe,-1,20,16,56%,36,2023/03/24
1061,1052,,Lergen,-4,14,13,52%,27,2023/04/11
1062,1052,,noluckystrike,-4,9,9,50%,18,2023/04/10
1063,1052,,NorthWeapon,-2,15,12,56%,27,2023/03/28
1064,1052,,Narcommando,-2,10,9,53%,19,2023/04/10
1065,1051,,SniperKeo,-1,6,5,55%,11,2023/04/03
1066,1051,,FitzBro,+2,27,22,55%,49,2023/03/31
1067,1051,,Not Krizzo,+2,9,7,56%,16,2023/03/22
1068,1051,,take0again,+1,9,7,56%,16,2023/04/01
1069,1051,,Slug,+1,17,14,55%,31,2023/04/07
1070,1051,,Fabz,+1,21,20,51%,41,2023/04/06
1071,1050,,Timsky,-5,5,6,45%,11,2023/04/10
1072,1050,,Boss Of This Gym,+1,46,43,52%,89,2023/04/09
1073,1050,,Croaker,+1,9,8,53%,17,2023/03/25
1074,1049,,Booglog,-1,17,13,57%,30,2023/03/21
1075,1049,,FreeWilly,+1,7,7,50%,14,2023/03/27
1076,1049,,YzY,+1,6,4,60%,10,2023/04/15
1077,1048,,Nismo,+2,122,109,53%,231,2023/04/17
1078,1048,,EricArtanis,+6,12,9,57%,21,2023/03/21
1079,1048,,Halophile,-2,6,4,60%,10,2023/03/23
1080,1048,,Killhold,-1,12,10,55%,22,2023/03/21
1081,1048,,Louis_XJ,+1,18,16,53%,34,2023/04/17
1082,1047,,Hipoapa,+3,11,8,58%,19,2023/04/08
1083,1047,,TJsOnOmega,-4,80,76,51%,156,2023/03/26
1084,1047,,spz,-1,15,10,60%,25,2023/04/15
1085,1047,,Brick-A-ttack,-1,8,5,62%,13,2023/04/05
1086,1047,,Mike,-2,20,17,54%,37,2023/04/17
1087,1046,,Rhendycash,+1,7,6,54%,13,2023/03/26
1088,1046,,Equeslibertatis,+1,11,9,55%,20,2023/03/27
1089,1046,,WayTooTicklish,+1,11,12,48%,23,2023/03/26
1090,1045,,'sWiNgEz,+1,11,11,50%,22,2023/04/12
1091,1045,,Kirov,-1,30,29,51%,59,2023/04/10
1092,1045,,steakiller,-4,8,7,53%,15,2023/04/10
1093,1045,,Hagga,+1,35,32,52%,67,2023/04/17
1094,1045,,JorgitisPR,-1,43,46,48%,89,2023/04/17
1095,1045,,Ja Sam Tvoj Bog,+3,13,11,54%,24,2023/04/18
1096,1045,,Ultron,+7,69,71,49%,140,2023/04/17
1097,1045,,Alwaroski,+5,7,5,58%,12,2023/03/28
1098,1045,,Povke,+2,6,4,60%,10,2023/04/13
1099,1045,,obbzipobbzi,+2,9,8,53%,17,2023/04/06
1100,1045,,Шоблайобла,-3,6,6,50%,12,2023/04/13
1101,1044,,moletsplui,+1,9,7,56%,16,2023/04/13
1102,1044,,Le Negev,-3,7,7,50%,14,2023/03/21
1103,1044,,Ahora Comprendo,+1,8,8,50%,16,2023/03/31
1104,1044,,Strikeforce,+4,19,18,51%,37,2023/04/08
1105,1044,,rarehunter_dark,+1,9,8,53%,17,2023/04/11
1106,1044,,unicoevo,-3,13,14,48%,27,2023/04/05
1107,1044,,Uncle Moist,+2,8,7,53%,15,2023/03/25
1108,1044,,symbolsix,+1,11,10,52%,21,2023/04/17
1109,1044,,PangBUBBA,-2,16,14,53%,30,2023/03/30
1110,1043,,xGSx Gladiator,+2,33,36,48%,69,2023/04/17
1111,1043,,TheZiplon,-3,85,76,53%,161,2023/04/17
1112,1043,,DarthPotato,-1,7,7,50%,14,2023/04/16
1113,1043,,Fotyn,+3,16,16,50%,32,2023/04/14
1114,1043,,Marcellus82,-2,10,10,50%,20,2023/03/30
1115,1042,,ETALYCS,-3,5,5,50%,10,2023/04/10
1116,1042,,GKarsa,-1,65,58,53%,123,2023/04/16
1117,1042,,kdguno,+1,24,22,52%,46,2023/04/08
1118,1042,,demenza058,+2,8,6,57%,14,2023/04/05
1119,1042,,Sojourner,+1,14,16,47%,30,2023/04/07
1120,1042,,Waltzing Matilda,-5,48,44,52%,92,2023/04/16
1121,1042,,MichaelOyster,-5,42,36,54%,78,2023/04/09
1122,1042,,Tersy,-1,8,6,57%,14,2023/04/08
1123,1041,,PandaWarrior,-2,168,165,50%,333,2023/04/17
1124,1041,,Walkerthon,+2,18,17,51%,35,2023/04/08
1125,1041,,Compulsion,+1,26,24,52%,50,2023/04/17
1126,1041,,wayne7535357,+1,6,5,55%,11,2023/04/09
1127,1041,,POWERTOM,-4,9,10,47%,19,2023/04/15
1128,1041,,郁金香哪有你的浴巾香,-1,8,7,53%,15,2023/04/14
1129,1040,,BL4CKBuBBLe,-3,63,64,50%,127,2023/04/17
1130,1040,,Mr. Infamous,-2,9,8,53%,17,2023/04/04
1131,1040,,Kronkers,+2,9,8,53%,17,2023/04/15
1132,1040,,chris,-1,8,7,53%,15,2023/03/28
1133,1039,,Trissse,-1,5,6,45%,11,2023/04/06
1134,1039,,go2103498,-2,9,7,56%,16,2023/04/14
1135,1039,,Joker239,+2,7,5,58%,12,2023/03/30
1136,1039,,DAJUAN,-1,135,129,51%,264,2023/04/17
1137,1039,,Ibex,+1,42,36,54%,78,2023/04/11
1138,1039,,sVad,+4,9,7,56%,16,2023/04/05
1139,1038,,FriedRavioli,+1,5,5,50%,10,2023/04/06
1140,1038,,Columbus,-2,6,5,55%,11,2023/04/11
1141,1038,,e s 0,-1,31,30,51%,61,2023/04/10
1142,1038,,pokkerguy,-3,5,5,50%,10,2023/04/14
1143,1038,,LiffLaffLuff,+4,9,7,56%,16,2023/04/16
1144,1038,,beef,+1,5,5,50%,10,2023/04/09
1145,1037,,Back3r,-1,10,11,48%,21,2023/03/25
1146,1037,,ToYson,+1,7,5,58%,12,2023/03/24
1147,1037,,qwbvvvvV,-4,11,12,48%,23,2023/04/17
1148,1037,,MTN_Bergzwerg,+1,8,8,50%,16,2023/03/22
1149,1037,,Asrach,-3,40,37,52%,77,2023/04/07
1150,1037,,Dur3X,-2,11,11,50%,22,2023/04/08
1151,1037,,김치 도깨비,+3,11,8,58%,19,2023/03/23
1152,1036,,Savannah,-1,68,60,53%,128,2023/04/12
1153,1036,,Commissar,-5,11,13,46%,24,2023/04/16
1154,1036,,Casper,+5,52,52,50%,104,2023/04/17
1155,1036,,EVILUTION,+3,9,7,56%,16,2023/04/15
1156,1036,,TheMonkeyInChargeOfBananas,-5,15,15,50%,30,2023/04/07
1157,1036,,Pato de Asalto,+3,23,21,52%,44,2023/04/16
1158,1036,,Nil,-1,6,4,60%,10,2023/04/02
1159,1036,,18岁男大学生不会挂科,+3,15,12,56%,27,2023/03/29
1160,1035,,SzarywilkPL,-1,9,8,53%,17,2023/03/25
1161,1035,,Stemonitis,-5,58,54,52%,112,2023/04/17
1162,1035,,Foxinko,-2,10,10,50%,20,2023/04/12
1163,1035,,Thoralf,+2,8,8,50%,16,2023/04/01
1164,1035,,Black Chailley,-1,19,17,53%,36,2023/03/25
1165,1035,,zzqhax,+1,10,8,56%,18,2023/04/17
1166,1034,,StyX,-1,10,8,56%,18,2023/04/10
1167,1034,,RunningWithFate,+2,14,11,56%,25,2023/03/25
1168,1034,,subzero_86,-1,7,6,54%,13,2023/03/22
1169,1034,,CrazyGuy,-3,13,14,48%,27,2023/03/30
1170,1034,,Envisionaried,+1,7,6,54%,13,2023/03/25
1171,1034,,CPU-Easy,-8,19,20,49%,39,2023/03/29
1172,1033,,Demolidor,+1,43,41,51%,84,2023/04/09
1173,1033,,Samp,-3,57,56,50%,113,2023/04/17
1174,1033,,mikec_81,+1,9,10,47%,19,2023/04/17
1175,1033,,IntKennen,+2,37,30,55%,67,2023/04/03
1176,1033,,ohlsson,-1,14,14,50%,28,2023/04/15
1177,1033,,Boosh,-3,6,6,50%,12,2023/03/26
1178,1032,,Kaiser Soze,+1,25,24,51%,49,2023/04/15
1179,1032,,Emspan,-4,5,5,50%,10,2023/04/07
1180,1032,,这是真的吗,-5,17,14,55%,31,2023/04/06
1181,1032,,SaltyCake,+1,8,6,57%,14,2023/04/15
1182,1031,,Bouda,+4,12,10,55%,22,2023/04/15
1183,1031,,[MetneM].Miljan,-1,6,5,55%,11,2023/04/09
1184,1030,,Darman,-2,30,29,51%,59,2023/04/18
1185,1030,,CZECH /1st. Division,+1,6,5,55%,11,2023/04/03
1186,1030,,LeMazzarin,+2,5,5,50%,10,2023/04/08
1187,1030,,KöttbulleKungen,+1,6,5,55%,11,2023/04/04
1188,1030,,willc000,+1,58,58,50%,116,2023/04/18
1189,1030,,Olybrius,-2,6,5,55%,11,2023/03/28
1190,1030,,"Useless, Laggy Player",-1,8,10,44%,18,2023/04/12
1191,1030,,[WD44]Tassadar,-1,10,9,53%,19,2023/04/17
1192,1029,,Bland Unicorn,-1,38,31,55%,69,2023/04/09
1193,1029,,Sharklebois,+1,54,49,52%,103,2023/04/17
1194,1029,,Mr.Anthoyl,-1,6,6,50%,12,2023/03/29
1195,1029,,COH3SVP,-2,5,5,50%,10,2023/04/02
1196,1029,,MacP,-4,12,14,46%,26,2023/04/16
1197,1028,,Eddie Spaghetti,-2,5,5,50%,10,2023/04/17
1198,1028,,L. Vorenus,-1,15,12,56%,27,2023/04/16
1199,1028,,C.R.E.A.M,+1,13,14,48%,27,2023/04/12
1200,1028,,SHALDUN,+1,11,8,58%,19,2023/03/26
1201,1028,,Ferdi,-1,7,6,54%,13,2023/04/13
1202,1028,,M:P:5,-3,21,20,51%,41,2023/03/29
1203,1028,,Gonvalen,-2,69,60,53%,129,2023/04/12
1204,1027,,new6oot9oofin,-2,27,27,50%,54,2023/04/02
1205,1027,,{Eliote Le Pilote},+5,20,20,50%,40,2023/04/10
1206,1027,,BSG,-4,24,27,47%,51,2023/04/17
1207,1027,,HUARD [fr],-1,10,9,53%,19,2023/04/06
1208,1027,,Buschwookie Burnhard,-2,5,5,50%,10,2023/04/03
1209,1026,,BeniSev,+1,13,11,54%,24,2023/04/16
1210,1026,,Filthy Peasant,-5,51,48,52%,99,2023/04/16
1211,1026,,burble5,-2,20,17,54%,37,2023/04/06
1212,1026,,tkaqkdlsdud,-1,20,16,56%,36,2023/04/14
1213,1026,,🏹tȟogktékA🔪💀🪓,-2,26,32,45%,58,2023/04/07
1214,1026,,Los ewok,-1,16,15,52%,31,2023/04/14
1215,1025,,Supersonic_86,-3,17,14,55%,31,2023/04/04
1216,1025,,NormalDude69,+5,12,12,50%,24,2023/04/09
1217,1025,,GrIMM,+1,12,16,43%,28,2023/03/22
1218,1025,,Chucleskill,-1,51,45,53%,96,2023/04/10
1219,1024,,ironicusername17,+2,44,39,53%,83,2023/04/17
1220,1024,,Hooked,-3,5,5,50%,10,2023/03/25
1221,1024,,DanRegi,+2,31,32,49%,63,2023/04/15
1222,1023,,MYaHa,+1,7,6,54%,13,2023/04/14
1223,1023,,PaiN,+1,28,27,51%,55,2023/03/23
1224,1023,,Shivara,-2,6,6,50%,12,2023/03/28
1225,1023,,Melonplant,-5,5,5,50%,10,2023/04/17
1226,1023,,drunken JEFFERY thug,-1,57,57,50%,114,2023/04/03
1227,1023,,Elphiroce,-1,5,5,50%,10,2023/04/06
1228,1023,,Thomas,+1,7,7,50%,14,2023/04/16
1229,1023,,Danger,-2,5,5,50%,10,2023/03/26
1230,1022,,Trenton,-2,6,7,46%,13,2023/03/25
1231,1022,,asteelec,+2,42,41,51%,83,2023/04/11
1232,1022,,Karim,-2,8,8,50%,16,2023/03/21
1233,1022,,ryuklikesapples,+1,30,29,51%,59,2023/04/09
1234,1022,,Unfortunate Son,+2,22,19,54%,41,2023/04/02
1235,1022,,Cpt.Ray,+1,10,10,50%,20,2023/03/23
1236,1021,,max,-2,5,5,50%,10,2023/04/07
1237,1021,,TIny Rick,+1,10,10,50%,20,2023/04/16
1238,1021,,MintBerryCrunch,+1,7,8,47%,15,2023/03/27
1239,1021,,JPJE16,+1,12,12,50%,24,2023/04/13
1240,1021,,Uncle Soekarno,-2,15,14,52%,29,2023/04/12
1241,1021,,Rado,-1,15,13,54%,28,2023/03/27
1242,1020,,Tekk,-1,11,11,50%,22,2023/03/22
1243,1020,,tribo92,+3,16,19,46%,35,2023/04/09
1244,1020,,[LIVO]TheSorrow,+1,10,10,50%,20,2023/03/31
1245,1020,,Skullsmasher,-1,5,5,50%,10,2023/04/01
1246,1020,,Mister A.K.,-2,5,6,45%,11,2023/04/17
1247,1020,,Eversman,-3,27,26,51%,53,2023/04/01
1248,1020,,phobia,-3,7,7,50%,14,2023/03/25
1249,1020,,Iceman,-1,77,73,51%,150,2023/04/08
1250,1020,,DirtyDan,-2,9,9,50%,18,2023/04/01
1251,1020,,Ham,+1,63,61,51%,124,2023/04/09
1252,1019,,TeeCowley,-4,7,9,44%,16,2023/04/03
1253,1019,,noLiberation,+2,8,6,57%,14,2023/04/07
1254,1019,,Pharmacist,+1,12,11,52%,23,2023/04/12
1255,1019,,PaPaCrazy,+1,21,20,51%,41,2023/04/05
1256,1019,,pégo,+2,37,35,51%,72,2023/04/17
1257,1019,,HW Plainview,+1,5,5,50%,10,2023/03/28
1258,1019,,Limbeater,+1,6,5,55%,11,2023/03/31
1259,1019,,ZIN,-2,45,39,54%,84,2023/04/11
1260,1019,,JustinTheLord,+1,40,34,54%,74,2023/04/04
1261,1019,,momo,-1,11,10,52%,21,2023/03/24
1262,1018,,Kimin,+3,50,47,52%,97,2023/04/08
1263,1018,,Cpt.Bod,-2,66,61,52%,127,2023/04/17
1264,1018,,Hussarius®,+1,8,7,53%,15,2023/04/02
1265,1018,,EsP _NieTO,-1,5,5,50%,10,2023/04/09
1266,1018,,LawKiller,+1,5,7,42%,12,2023/04/14
1267,1018,,OscarO,-1,16,12,57%,28,2023/04/15
1268,1018,,Guava,-2,5,5,50%,10,2023/03/30
1269,1017,,Rimjobs Anonymous,-5,15,16,48%,31,2023/03/24
1270,1017,,Nazca,-1,7,7,50%,14,2023/04/06
1271,1016,,SURVIVE,+3,6,5,55%,11,2023/04/15
1272,1016,,TheKingofRome,-3,24,26,48%,50,2023/03/23
1273,1016,,RPZWolf,-1,10,11,48%,21,2023/03/24
1274,1016,,Kryptonos,+3,5,5,50%,10,2023/04/14
1275,1016,,why so salty,-1,5,5,50%,10,2023/03/26
1276,1016,,AUGLER,+1,34,33,51%,67,2023/03/31
1277,1015,,Damgard,-3,19,21,48%,40,2023/03/23
1278,1015,,Soja,+1,9,9,50%,18,2023/04/06
1279,1015,,Hupsaiya,+3,7,7,50%,14,2023/04/06
1280,1014,,FeiLong飛龍,+2,15,16,48%,31,2023/04/16
1281,1013,,Byakuyabo,+1,7,6,54%,13,2023/04/02
1282,1013,,The Major General,+3,8,8,50%,16,2023/04/16
1283,1013,,Winkston,-1,61,62,50%,123,2023/03/28
1284,1012,,da.zigounet,-1,19,16,54%,35,2023/04/16
1285,1012,,Rod,-3,27,24,53%,51,2023/04/14
1286,1012,,LoneRanger4744,+1,36,37,49%,73,2023/04/17
1287,1012,,T80U,+2,12,13,48%,25,2023/04/10
1288,1012,,威猛先生,+4,19,18,51%,37,2023/04/03
1289,1011,,Majeka23,+1,12,13,48%,25,2023/04/13
1290,1011,,我只会心疼GIEGIE,+2,5,5,50%,10,2023/03/23
1291,1011,,Sharpe,-1,53,52,50%,105,2023/04/02
1292,1010,,clcarlos17,+1,6,6,50%,12,2023/03/22
1293,1010,,WinRar Trial,-1,18,18,50%,36,2023/04/15
1294,1010,,ArmenianDave,-4,11,14,44%,25,2023/03/25
1295,1010,,Rubielax,-2,9,10,47%,19,2023/03/28
1296,1010,,Operative,-2,97,95,51%,192,2023/04/01
1297,1010,,Chicken 4 Dayz,+2,37,29,56%,66,2023/04/06
1298,1010,,VewDew,-2,8,9,47%,17,2023/04/16
1299,1010,,Beaver steak,-1,20,21,49%,41,2023/04/02
1300,1010,,∞ | BoCuoi,+2,7,7,50%,14,2023/04/01
1301,1010,,Zap,-1,6,5,55%,11,2023/04/01
1302,1010,,Webley's Webleys H20,-1,8,10,44%,18,2023/04/16
1303,1009,,witrilix,-2,15,14,52%,29,2023/04/07
1304,1009,,Trigger,-1,7,7,50%,14,2023/04/04
1305,1009,,Neodamus,+4,9,7,56%,16,2023/03/25
1306,1009,,Radioactive M3N,-5,23,22,51%,45,2023/03/21
1307,1009,,dorenwarren,+2,18,19,49%,37,2023/04/14
1308,1009,,HERMANATOR,-1,5,6,45%,11,2023/04/02
1309,1009,,Wind,-1,23,21,52%,44,2023/04/17
1310,1009,,Shogun1137,+2,6,6,50%,12,2023/04/06
1311,1008,,Aerozeppelin,+1,9,8,53%,17,2023/04/17
1312,1008,,The Great Tricktator,-2,5,5,50%,10,2023/04/04
