RANK,ELO,LEVEL,ALIAS,STREAK,WINS,LOSSES,RATIO,TOTAL,LAST GAME
1507,990,,LosBastardo,-1,12,15,44%,27,2023/03/21
1508,990,,CosmeFulanito,+1,5,6,45%,11,2023/03/22
1509,990,,WaKKeL,+1,28,24,54%,52,2023/04/17
1510,990,,Pacman - Animarchy,-2,7,9,44%,16,2023/04/05
1511,990,,AutomaticAutocratic,-3,28,37,43%,65,2023/04/14
1512,989,,Razier,+3,51,50,50%,101,2023/04/11
1513,989,,Shinran,-3,22,21,51%,43,2023/04/04
1514,989,,Morbid Git,+1,11,10,52%,21,2023/04/15
1515,989,,Porky,-2,10,12,45%,22,2023/03/25
1516,989,,HIMMLER,-2,7,8,47%,15,2023/04/17
1517,989,,sormi,+3,17,21,45%,38,2023/04/06
1518,988,,Sorry,+1,5,5,50%,10,2023/04/17
1519,988,,BluemagicMichi,+1,83,76,52%,159,2023/04/17
1520,988,,Nognor,+2,11,10,52%,21,2023/04/11
1521,988,,I love Tiananmen,+2,13,11,54%,24,2023/04/15
1522,988,,ThanatosLT,+4,24,23,51%,47,2023/03/28
1523,988,,rlawodn40,-2,13,10,57%,23,2023/04/16
1524,987,,La Crevette,+1,6,6,50%,12,2023/04/02
1525,987,,Freshprince,+2,5,5,50%,10,2023/04/05
1526,987,,subzero_86,-2,17,22,44%,39,2023/04/04
1527,987,,Povke,+1,44,49,47%,93,2023/04/16
1528,987,,SpectacularRr,+2,4,7,36%,11,2023/04/16
1529,987,,Ser Arthur Dayne,+1,45,41,52%,86,2023/04/03
1530,986,,dog,-1,23,24,49%,47,2023/04/09
1531,986,,Rummel,-1,14,16,47%,30,2023/04/14
1532,986,,-EGON,-1,11,11,50%,22,2023/04/15
1533,986,,Y E N,+1,36,37,49%,73,2023/04/10
1534,986,,MadeManG74,-3,15,21,42%,36,2023/04/14
1535,986,,jehatchett,+2,8,8,50%,16,2023/04/16
1536,986,,Mad Cow,-4,7,9,44%,16,2023/03/30
1537,986,,Wüstenfuchs,-1,7,8,47%,15,2023/04/15
1538,986,,Divine Fury,+3,9,8,53%,17,2023/04/17
1539,985,,o3koastv,-2,23,23,50%,46,2023/04/14
1540,985,,tobias.1302,+2,10,11,48%,21,2023/04/17
1541,985,,{Eliote Le Pilote},+4,18,19,49%,37,2023/04/18
1542,985,,sic21ked,+3,6,6,50%,12,2023/04/12
1543,985,,Toasty,-1,5,5,50%,10,2023/04/01
1544,985,,Pepyetro,+2,26,17,60%,43,2023/04/17
1545,985,,Saint Michael,+5,16,13,55%,29,2023/04/17
1546,985,,Nightsighter,+3,7,7,50%,14,2023/04/03
1547,985,,NanokaFranca,-1,7,8,47%,15,2023/03/27
1548,984,,nAzY,-6,31,30,51%,61,2023/04/05
1549,984,,Madner,+1,22,28,44%,50,2023/04/17
1550,984,,CodyMody,-1,19,22,46%,41,2023/04/12
1551,984,,CodyMody,-1,19,22,46%,41,2023/04/12
1552,984,,DNguy,-3,6,6,50%,12,2023/04/07
1553,983,,jwilliams0747,+2,5,5,50%,10,2023/04/01
1554,983,,EvocatusMajin,-4,19,19,50%,38,2023/04/09
1555,983,,schorrock,+2,19,22,46%,41,2023/03/29
1556,983,,Kryptonos,+1,18,21,46%,39,2023/04/17
1557,983,,terrasigma,-1,9,9,50%,18,2023/04/06
1558,983,,DrymM8,-1,49,51,49%,100,2023/04/15
1559,982,,C. Troy,-1,30,26,54%,56,2023/04/08
1560,982,,[14e]tuveuxdugateaux,-1,6,7,46%,13,2023/03/25
1561,982,,Emyyn,-2,16,15,52%,31,2023/03/31
1562,982,,SovietUnionMOGU,+1,9,11,45%,20,2023/04/17
1563,982,,Warlot,+2,8,9,47%,17,2023/03/31
1564,982,,*D.Kabega*,+1,22,23,49%,45,2023/04/13
1565,982,,kiler47,-1,35,29,55%,64,2023/04/18
1566,982,,猫头鹰,+1,41,46,47%,87,2023/04/17
1567,981,,Bling Bling,-3,15,17,47%,32,2023/04/14
1568,981,,jollenhobler,-2,6,6,50%,12,2023/04/14
1569,981,,Quint,-1,5,5,50%,10,2023/04/08
1570,981,,Graska,+1,5,5,50%,10,2023/03/21
1571,981,,Strid,-2,17,17,50%,34,2023/03/27
1572,981,,MOses,-1,6,7,46%,13,2023/03/21
1573,981,,Shraken,-4,7,10,41%,17,2023/04/05
1574,981,,苟利国家....,-3,14,20,41%,34,2023/04/08
1575,980,,Dranu,-1,8,10,44%,18,2023/04/11
1576,980,,KrazyKoala,-5,5,7,42%,12,2023/03/21
1577,980,,Tato,+1,35,40,47%,75,2023/04/17
1578,980,,Astartes,-1,5,5,50%,10,2023/03/26
1579,980,,Kimin,+2,23,26,47%,49,2023/04/12
1580,980,,ljn818,+2,5,6,45%,11,2023/03/28
1581,979,,acn322,+2,11,9,55%,20,2023/04/09
1582,979,,iriskel,+1,13,12,52%,25,2023/04/16
1583,979,,Radu S.a.v.,+2,38,46,45%,84,2023/04/16
1584,979,,Vasutka,-1,5,6,45%,11,2023/03/30
1585,979,,William9796,+1,18,22,45%,40,2023/04/08
1586,978,,yitzak,-2,6,7,46%,13,2023/03/25
1587,978,,ISO-9000 Bauer,-4,8,12,40%,20,2023/04/03
1588,978,,Jaybee,+1,8,9,47%,17,2023/04/12
1589,978,,Hekezu,+1,10,10,50%,20,2023/04/03
1590,978,,Horriblus,-2,29,35,45%,64,2023/04/16
1591,978,,notorischer Ver(s)precher,-3,34,39,47%,73,2023/04/16
1592,977,,Rbizz,+1,22,16,58%,38,2023/04/08
1593,977,,thorvaldmjolnir,-1,10,10,50%,20,2023/04/16
1594,977,,Elvis the Rock Stinson,-4,6,8,43%,14,2023/03/25
1595,977,,Alrogan,+1,8,9,47%,17,2023/04/08
1596,977,,bigchunk1,+2,10,11,48%,21,2023/04/16
1597,977,,NZT-48-晓,+1,31,32,49%,63,2023/04/17
1598,977,,fabio4516,+2,17,22,44%,39,2023/04/09
1599,976,,Karim,+2,11,13,46%,24,2023/04/08
1600,976,,Glitch,+2,7,9,44%,16,2023/04/17
1601,976,,AP,-2,12,15,44%,27,2023/04/01
1602,976,,gambitfag,-1,5,5,50%,10,2023/04/15
1603,976,,sebeck,-1,50,52,49%,102,2023/04/17
1604,975,,Weisswolf,-3,17,21,45%,38,2023/03/30
1605,975,,Ninjagoat,-2,9,9,50%,18,2023/03/23
1606,975,,Sinverguenza,+1,9,11,45%,20,2023/04/10
1607,975,,Detritus,-1,44,49,47%,93,2023/04/03
1608,975,,The Miracle,+2,4,6,40%,10,2023/04/04
1609,974,,Scott,+2,6,6,50%,12,2023/04/10
1610,974,,Hagga,-1,5,6,45%,11,2023/03/31
1611,974,,WITTMANNS TIGER,-1,40,41,49%,81,2023/04/17
1612,974,,Tw_Yolin,+2,16,16,50%,32,2023/04/08
1613,974,,나이트오브,+2,9,11,45%,20,2023/04/12
1614,974,,二条院羽月,+1,12,11,52%,23,2023/04/17
1615,974,,WrathLord,-6,6,8,43%,14,2023/03/26
1616,974,,BarryWhite,-1,84,84,50%,168,2023/04/01
1617,974,,john31f,-2,7,8,47%,15,2023/04/12
1618,973,,Blackbird,-5,10,16,38%,26,2023/04/15
1619,973,,入台作战第一远征军,-1,28,30,48%,58,2023/04/17
1620,973,,RadialEngine,+3,15,13,54%,28,2023/04/16
1621,972,,DragonFaith,+2,5,5,50%,10,2023/04/06
1622,972,,Vasja,-1,6,6,50%,12,2023/04/14
1623,972,,Xenion501,+2,45,46,49%,91,2023/04/13
1624,972,,MichaelOyster,-4,8,10,44%,18,2023/04/14
1625,972,,Der Heidenkaiser,-4,8,11,42%,19,2023/03/28
1626,971,,Lemon and Apples,+1,16,16,50%,32,2023/04/13
1627,971,,Spiggle,-5,9,13,41%,22,2023/03/30
1628,971,,In-Ex,-1,6,6,50%,12,2023/03/31
1629,971,,matsy,-2,7,9,44%,16,2023/04/11
1630,971,,Samp,+1,13,17,43%,30,2023/04/10
1631,971,,LMFAO wHo cAREAS HAHA Xd,-4,7,9,44%,16,2023/04/02
1632,971,,Freaky,-3,8,8,50%,16,2023/04/13
1633,971,,Kapten,-5,11,15,42%,26,2023/03/26
1634,971,,ШПАНА,+1,29,31,48%,60,2023/04/15
1635,970,,LuWatiX,+1,7,7,50%,14,2023/04/13
1636,970,,sladjanbre,+1,33,38,46%,71,2023/04/08
1637,970,,ibraheem0Alpha,-1,21,24,47%,45,2023/04/10
1638,970,,hitman87150,-1,8,12,40%,20,2023/03/29
1639,970,,Tyberson88,-3,7,13,35%,20,2023/03/31
1640,970,,Eccle,+3,25,20,56%,45,2023/03/28
1641,970,,Thala / Chris,-1,6,6,50%,12,2023/03/24
1642,970,,khm107105,+2,16,22,42%,38,2023/04/17
1643,969,,horstkevin,-4,10,12,45%,22,2023/04/06
1644,969,,infamous101,-3,20,25,44%,45,2023/04/02
1645,969,,PAinCOMiNG,+1,18,14,56%,32,2023/04/09
1646,968,,BGJ,-2,10,12,45%,22,2023/04/16
1647,968,,witrilix,-2,15,18,45%,33,2023/04/03
1648,968,,schwufti Schwuft,-1,4,6,40%,10,2023/03/30
1649,968,,Wild-Muffin,-1,7,8,47%,15,2023/03/24
1650,968,,toto,+1,8,9,47%,17,2023/04/15
1651,968,,vipasyn,-1,13,12,52%,25,2023/03/23
1652,968,,OhSnap,+1,24,24,50%,48,2023/04/15
1653,968,,BarrackOBombya,-1,11,16,41%,27,2023/04/13
1654,968,,Waterbottle,-2,6,8,43%,14,2023/04/13
1655,968,,tq251,-4,12,16,43%,28,2023/04/02
1656,968,,Koenigbanane,-1,21,21,50%,42,2023/04/15
1657,968,,溺水的巨人,-1,45,49,48%,94,2023/04/13
1658,967,,Raio,+3,9,8,53%,17,2023/04/18
1659,967,,Boogaloo,+2,45,48,48%,93,2023/04/17
1660,967,,Doggy,-2,19,24,44%,43,2023/04/13
1661,967,,master maeng,+1,28,32,47%,60,2023/03/26
1662,967,,Dat_Cat,-1,43,41,51%,84,2023/04/06
1663,967,,GKa,-4,38,52,42%,90,2023/04/17
1664,966,,Sercodttv,-2,7,7,50%,14,2023/04/09
1665,966,,furious chicken,-7,4,7,36%,11,2023/03/30
1666,966,,Ced1,+3,87,95,48%,182,2023/04/16
1667,966,,oca selvatica,-2,7,11,39%,18,2023/04/15
1668,966,,861606598,+1,6,6,50%,12,2023/04/08
1669,965,,Boombastian,-3,8,10,44%,18,2023/04/01
1670,965,,Grand,-2,7,9,44%,16,2023/04/11
1671,965,,[2.FJg]Radroach -Schtz,-4,29,34,46%,63,2023/04/09
1672,965,,Mortar Punch,-3,10,10,50%,20,2023/04/05
1673,965,,fontinixxl,-1,29,29,50%,58,2023/04/16
1674,965,,evo088,+3,61,65,48%,126,2023/04/16
1675,965,,Risky Fox,-2,40,48,45%,88,2023/04/15
1676,965,,Dr.Draese,-3,8,11,42%,19,2023/04/03
1677,964,,[BFTB] Drachi ッ,+2,24,26,48%,50,2023/04/16
1678,964,,BroTal1ty,-1,6,7,46%,13,2023/03/31
1679,964,,Kotypa,+1,8,9,47%,17,2023/04/01
1680,964,,General Scales,-3,4,6,40%,10,2023/04/08
1681,964,,UnderParr,-1,94,93,50%,187,2023/04/17
1682,964,,Spartans Attack,-1,34,36,49%,70,2023/04/02
1683,963,,travis_tyrone,+1,54,53,50%,107,2023/03/28
1684,963,,Holy montain,+2,61,63,49%,124,2023/04/10
1685,963,,Jurek Kiler,+1,8,11,42%,19,2023/04/14
1686,963,,Midti,+1,14,13,52%,27,2023/04/12
1687,963,,[P-CAN] ttv/cccilytf2,-3,10,12,45%,22,2023/04/18
1688,963,,wong.wilfred,-4,11,13,46%,24,2023/04/15
1689,963,,~(˘▾˘~),+1,8,8,50%,16,2023/03/31
1690,962,,Mishkashmoodle,+1,31,35,47%,66,2023/04/17
1691,962,,McGriggles,-2,9,11,45%,20,2023/04/11
1692,962,,RN42,-1,18,21,46%,39,2023/04/17
1693,962,,Malvae',+1,18,25,42%,43,2023/04/16
1694,962,,Topone,+1,6,7,46%,13,2023/04/06
1695,962,,[ZG]Dak,+1,7,10,41%,17,2023/04/15
1696,961,,noprisonersnick,-1,24,25,49%,49,2023/04/01
1697,961,,乡下来得老鼠,-2,5,7,42%,12,2023/03/25
1698,960,,Reb0rN,+3,13,12,52%,25,2023/04/01
1699,960,,Douyu_杨聚达,-2,74,76,49%,150,2023/04/14
1700,960,,Dark Lord Cthulhu,+1,10,10,50%,20,2023/04/17
1701,960,,pruck,-2,5,6,45%,11,2023/03/28
1702,959,,CHB19 RoLLsTEiN,+2,11,14,44%,25,2023/03/22
1703,959,,metalzone88,-6,6,8,43%,14,2023/04/14
1704,959,,Ashlande,+1,12,14,46%,26,2023/04/11
1705,958,,BlacKobs,+2,36,41,47%,77,2023/04/03
1706,958,,Diccolo,-4,37,32,54%,69,2023/04/16
1707,958,,heneryv3,+1,8,9,47%,17,2023/04/02
1708,958,,ZePPeliN,+1,19,21,48%,40,2023/03/21
1709,957,,Ariel,-1,6,7,46%,13,2023/03/23
1710,957,,Mapalon,-3,8,11,42%,19,2023/04/17
1711,957,,Matoux,+2,9,15,38%,24,2023/03/31
1712,956,,DKCörd,+2,19,19,50%,38,2023/03/26
1713,956,,Krustytheclown,-2,8,11,42%,19,2023/04/14
1714,956,,cellardoor,-7,29,31,48%,60,2023/04/17
1715,955,,poppe,-3,25,26,49%,51,2023/04/03
1716,955,,vctorgab,+3,25,28,47%,53,2023/03/26
1717,955,,Endrom,-2,7,9,44%,16,2023/03/22
1718,955,,DomInic,-4,9,10,47%,19,2023/03/27
1719,955,,|..Boni..|,+2,5,6,45%,11,2023/03/27
1720,955,,broky,-6,28,28,50%,56,2023/04/14
1721,954,,ManFrau,+2,8,8,50%,16,2023/04/13
1722,954,,John Rambo 18,-2,11,12,48%,23,2023/03/31
1723,954,,Bigglupes,-2,35,31,53%,66,2023/04/01
1724,954,,Prof. Fart's Sniff Emporium,+1,8,9,47%,17,2023/04/09
1725,954,,Azrael,-1,37,40,48%,77,2023/04/07
1726,953,,Mungo,-1,5,6,45%,11,2023/04/09
1727,953,,Alwaroski,+1,6,9,40%,15,2023/04/01
1728,953,,Tornholio,+1,18,19,49%,37,2023/04/06
1729,953,,timo_phil,+1,25,31,45%,56,2023/04/12
1730,953,,Kylin,-2,8,12,40%,20,2023/04/09
1731,953,,Steiner85,-1,27,30,47%,57,2023/04/11
1732,953,,Yunicone==Jyurigon,+2,12,17,41%,29,2023/04/12
1733,952,,elbastardo77,-2,4,6,40%,10,2023/04/17
1734,952,,Uncle Cream,-1,6,8,43%,14,2023/04/16
1735,952,,Wensleydale our lord and saviour,-2,4,6,40%,10,2023/03/22
1736,952,,awokeN 1904.,-1,6,11,35%,17,2023/04/14
1737,952,,큐쟌,-2,17,18,49%,35,2023/04/17
1738,952,,fbKJ1995,+1,35,33,51%,68,2023/04/13
1739,951,,Spritzgebäck,-3,13,17,43%,30,2023/04/18
1740,951,,Cherokee,-1,20,19,51%,39,2023/04/07
1741,951,,wojak zoomer,+2,11,12,48%,23,2023/03/31
1742,951,,Smellex,+2,5,6,45%,11,2023/04/13
1743,951,,alberugi00,+1,15,11,58%,26,2023/04/04
1744,951,,TheMandoX2,-1,19,21,48%,40,2023/04/01
1745,950,,playfamilly,-1,9,10,47%,19,2023/04/05
1746,950,,CDCusa,-2,9,12,43%,21,2023/04/09
1747,950,,SpiritsZ,-1,49,49,50%,98,2023/04/17
1748,950,,razzie,-1,6,7,46%,13,2023/04/05
1749,950,,Orbitals,-5,17,21,45%,38,2023/03/28
1750,950,,Nicklas,+3,21,24,47%,45,2023/04/13
1751,949,,Draakul,-1,4,6,40%,10,2023/03/21
1752,949,,SunBro,+1,11,14,44%,25,2023/04/01
1753,949,,sestone,-6,4,7,36%,11,2023/04/01
1754,948,,KiNGHuNT,-1,11,15,42%,26,2023/04/08
1755,948,,amateur shut in,-1,9,11,45%,20,2023/03/22
1756,948,,Vizantum,+2,19,20,49%,39,2023/04/11
1757,948,,Magnus Furius,-1,4,7,36%,11,2023/04/02
1758,948,,tearbath,-3,27,31,47%,58,2023/04/06
1759,948,,Killer_bunny,-1,17,20,46%,37,2023/04/12
1760,948,,doctorpanzer,+1,5,6,45%,11,2023/03/31
1761,948,,DovDim,+3,24,30,44%,54,2023/04/17
1762,948,,SOLID,+2,6,8,43%,14,2023/03/26
1763,948,,Louis Gluton,+1,9,11,45%,20,2023/03/29
1764,947,,Azang0,-1,68,68,50%,136,2023/04/17
1765,947,,Krisdt,+2,9,10,47%,19,2023/04/09
1766,947,,ABCDEFG,-2,5,5,50%,10,2023/04/07
1767,947,,bigcomfypillow,+1,8,10,44%,18,2023/04/09
1768,946,,Clint Toastwood,-3,36,37,49%,73,2023/03/27
1769,946,,Lancer,+3,45,48,48%,93,2023/04/17
1770,946,,Pilsen,-2,8,10,44%,18,2023/03/28
1771,946,,Wrythe,-2,4,7,36%,11,2023/04/01
1772,946,,116276339,+3,38,42,48%,80,2023/04/01
1773,945,,No this is patrick,-2,13,17,43%,30,2023/04/13
1774,945,,Nubbl0r,+2,51,59,46%,110,2023/04/14
1775,945,,cod1933,-1,13,15,46%,28,2023/04/15
1776,945,,Ferreyd,-1,20,20,50%,40,2023/04/14
1777,945,,Reichsführer SS (CZ),-1,5,7,42%,12,2023/03/26
1778,945,,Escopeta,+3,5,6,45%,11,2023/04/01
1779,945,,BELL CRANEL,-1,41,44,48%,85,2023/04/11
1780,945,,AAA,-4,9,13,41%,22,2023/04/04
1781,944,,Bongking,-2,7,7,50%,14,2023/04/02
1782,944,,sniper pilot 20,-4,4,6,40%,10,2023/04/04
1783,944,,animalwang,+1,10,11,48%,21,2023/04/16
1784,944,,Wunderwaffe,+2,14,18,44%,32,2023/04/06
1785,944,,TopG,-1,16,19,46%,35,2023/04/10
1786,944,,Gargasmell,-1,6,8,43%,14,2023/04/08
1787,944,,Mikami,-1,7,8,47%,15,2023/04/17
1788,944,,matsieron,-1,20,20,50%,40,2023/04/12
1789,944,,PGLee,-3,7,12,37%,19,2023/04/16
1790,943,,Dick Kickem,-2,19,17,53%,36,2023/03/29
1791,943,,Killer100,+5,5,7,42%,12,2023/03/21
1792,943,,StoNie,-4,10,16,38%,26,2023/04/04
1793,943,,lucasniy,-4,4,7,36%,11,2023/04/12
1794,942,,Jenasaie,-1,5,6,45%,11,2023/04/09
1795,942,,Speed415,-1,10,12,45%,22,2023/04/13
1796,942,,Meex,+2,15,18,45%,33,2023/04/02
1797,942,,skyforce,-1,7,10,41%,17,2023/04/17
1798,942,,Teletubbi007,+3,26,33,44%,59,2023/03/24
1799,942,,JokerDart,+9,24,28,46%,52,2023/04/16
1800,941,,abiat1312,+1,13,14,48%,27,2023/04/01
1801,941,,Apollo,+1,6,8,43%,14,2023/04/04
1802,941,,Ookiemouth,-2,3,8,27%,11,2023/04/15
1803,941,,Imperator Thrax,-1,45,43,51%,88,2023/04/16
1804,941,,pasuco,+1,12,12,50%,24,2023/04/11
1805,941,,IIIIIIIIIIIIIIIII:-P,+2,19,23,45%,42,2023/04/02
1806,940,,hallolinski,-1,27,30,47%,57,2023/04/16
1807,940,,namakusyapa,-7,9,14,39%,23,2023/04/16
1808,940,,Delta_Tiger94,-6,4,7,36%,11,2023/03/28
1809,940,,a7695834,-1,13,15,46%,28,2023/04/12
1810,940,,Goblin,+2,6,8,43%,14,2023/04/14
1811,940,,luca magno,-2,5,6,45%,11,2023/04/03
1812,940,,AssInspection,-1,32,33,49%,65,2023/04/16
1813,939,,Mr-HyDe,-1,3,7,30%,10,2023/03/23
1814,939,,que,-1,23,27,46%,50,2023/04/14
1815,939,,Armstroan Bance,-1,4,7,36%,11,2023/04/05
1816,939,,chris,-1,7,10,41%,17,2023/03/25
1817,938,,Lawyer_TR,-3,22,23,49%,45,2023/04/04
1818,938,,Gary Oak,-1,15,23,39%,38,2023/04/03
1819,938,,Nazca,-2,11,13,46%,24,2023/04/12
1820,938,,God Emperor,-1,4,6,40%,10,2023/04/09
1821,937,,Sturmtanne 4272,-2,13,20,39%,33,2023/04/02
1822,937,,mool,-2,8,14,36%,22,2023/04/17
1823,937,,STAVKA,+3,15,16,48%,31,2023/03/21
1824,937,,tm,-4,9,12,43%,21,2023/04/14
1825,937,,Diamondback,-2,4,6,40%,10,2023/04/11
1826,936,,Nomkop,-1,20,20,50%,40,2023/04/01
1827,936,,Umbert,+2,36,42,46%,78,2023/03/29
1828,936,,Mako,+1,15,22,41%,37,2023/04/11
1829,936,,Seiro,-4,5,7,42%,12,2023/04/14
1830,936,,Junaid,+3,8,11,42%,19,2023/04/17
1831,936,,Anarchism,+1,26,26,50%,52,2023/04/09
1832,936,,BOB,-1,59,61,49%,120,2023/03/22
1833,935,,Icebox_Huhn007,-6,16,17,48%,33,2023/04/17
1834,935,,Krieghound,+1,9,11,45%,20,2023/04/16
1835,935,,Yabgu Nizam Pasha,-3,5,8,38%,13,2023/04/02
1836,935,,RTK|Abascantus,-1,6,8,43%,14,2023/03/26
1837,935,,喵了个咪,+1,7,9,44%,16,2023/04/16
1838,935,,poorgrammar,+3,4,6,40%,10,2023/04/16
1839,934,,1900,+1,11,16,41%,27,2023/04/15
1840,934,,Deepshine,-3,13,16,45%,29,2023/04/15
1841,934,,josh27armstrong,-1,17,17,50%,34,2023/03/23
1842,934,,homelesswithcigs,-4,25,32,44%,57,2023/04/17
1843,934,,the.dude,-2,10,14,42%,24,2023/04/02
1844,933,,鄙人張麻子,+2,9,10,47%,19,2023/04/11
1845,933,,HYSTERIAZ#,+1,11,16,41%,27,2023/04/09
1846,932,,Mighty Pirate,-1,7,10,41%,17,2023/03/27
1847,932,,be4rd3d_s4murai,-1,20,20,50%,40,2023/04/17
1848,932,,Crag,-1,7,10,41%,17,2023/04/17
1849,932,,Baddentist,+2,7,8,47%,15,2023/04/14
1850,932,,AC_Baldo,+3,17,17,50%,34,2023/04/15
1851,932,,deus vult,-1,6,9,40%,15,2023/04/16
1852,932,,Willy,-1,8,11,42%,19,2023/04/02
1853,932,,LEOPARD1492,+6,13,11,54%,24,2023/04/16
1854,931,,shz007,-3,12,16,43%,28,2023/04/10
1855,931,,Rukoso,+3,7,10,41%,17,2023/04/16
1856,931,,[FAT32] DUFF MAN(GER),-1,8,13,38%,21,2023/04/15
1857,931,,varunanand15,-1,6,11,35%,17,2023/03/21
1858,930,,sniffin ur toes,+1,9,11,45%,20,2023/04/09
1859,930,,Coldair,+5,26,26,50%,52,2023/04/07
1860,930,,Camperino,+1,4,6,40%,10,2023/04/10
1861,930,,Mr.Kuk,-4,17,24,41%,41,2023/04/17
1862,930,,Dbotiii1111,-1,5,6,45%,11,2023/03/23
1863,930,,General Joe,-1,6,9,40%,15,2023/04/06
1864,930,,justy11111,-1,73,82,47%,155,2023/04/17
1865,930,,Werner von Nazareth,+2,5,6,45%,11,2023/04/04
1866,930,,Bakayre,-2,19,21,48%,40,2023/04/01
1867,929,,SHIHAHA,+1,8,10,44%,18,2023/04/16
1868,929,,YYY_近战法师刘海柱,-3,28,24,54%,52,2023/04/14
1869,929,,Nealsen,+3,9,10,47%,19,2023/04/02
1870,929,,KrulAsfaltuf,-1,8,12,40%,20,2023/04/06
1871,929,,dutchdisaster,-3,11,16,41%,27,2023/04/11
1872,929,,Twilight,-4,4,6,40%,10,2023/04/09
1873,929,,simsalabim,-4,12,18,40%,30,2023/04/01
1874,929,,2015044103,+3,20,28,42%,48,2023/04/16
1875,929,,KleinMeser,+3,11,12,48%,23,2023/04/17
1876,929,,luckyes63,-4,16,21,43%,37,2023/04/16
1877,929,,threepwood,-1,5,7,42%,12,2023/03/28
1878,928,,Maik,-1,4,7,36%,11,2023/03/28
1879,928,,AlexanderTGreat,+2,54,61,47%,115,2023/04/17
1880,928,,PartTime_RebeL,-2,7,9,44%,16,2023/04/16
1881,928,,Idle Hands,+1,8,11,42%,19,2023/04/14
1882,928,,azur,+2,25,27,48%,52,2023/04/18
1883,927,,Papercut_GR,-2,45,49,48%,94,2023/04/08
1884,927,,pannery,-3,8,11,42%,19,2023/03/24
1885,927,,'Keeperandersen^¨,+1,4,7,36%,11,2023/04/17
1886,926,,DaddyCool,+2,36,41,47%,77,2023/04/17
1887,926,,Finion,-3,12,15,44%,27,2023/04/13
1888,926,,_ABC_,-1,4,6,40%,10,2023/04/14
1889,926,,Singularity,+1,12,15,44%,27,2023/03/27
1890,926,,daviaud_rod,-1,4,7,36%,11,2023/04/15
1891,926,,德瑞克,+1,26,23,53%,49,2023/04/15
1892,925,,davey,-1,8,10,44%,18,2023/03/26
1893,925,,derherr,-1,5,7,42%,12,2023/03/29
1894,925,,Desaya,+1,4,6,40%,10,2023/04/14
1895,925,,alphazaheer,+1,14,18,44%,32,2023/04/16
1896,925,,PhantomErection,-1,13,12,52%,25,2023/04/17
1897,924,,tfoteinop,+1,6,8,43%,14,2023/04/01
1898,924,,2501885777,+6,29,31,48%,60,2023/04/11
1899,924,,JayT,+1,9,12,43%,21,2023/03/27
1900,924,,Theonelegion,-2,6,9,40%,15,2023/03/26
1901,924,,Dauskun,-1,4,9,31%,13,2023/04/15
1902,924,,Tr1t0s,-6,5,10,33%,15,2023/03/30
1903,924,,Ayreon333,-1,36,40,47%,76,2023/04/17
1904,923,,luchstefano,+1,5,6,45%,11,2023/04/16
1905,923,,Saitenspiel,-1,66,73,47%,139,2023/04/16
1906,923,,Nahuipohui,-3,158,161,50%,319,2023/04/17
1907,923,,AlCapwnage,-2,5,7,42%,12,2023/03/27
1908,922,,SKeLa,-3,13,17,43%,30,2023/04/09
1909,922,,Dragopolus,-5,12,16,43%,28,2023/03/24
1910,922,,MenteMaestra,+3,108,114,49%,222,2023/04/16
1911,922,,Manous,+1,13,17,43%,30,2023/03/26
1912,922,,Schlageter,-2,8,13,38%,21,2023/04/16
1913,922,,欧神仙,-4,6,9,40%,15,2023/04/11
1914,922,,JimmyBoy,-1,6,9,40%,15,2023/04/09
1915,922,,ThoMaz,-4,52,58,47%,110,2023/04/14
1916,922,,Operator,+2,11,14,44%,25,2023/04/07
1917,922,,Enriquexs(CHI),-3,14,19,42%,33,2023/03/31
1918,921,,Greeno6,+2,4,7,36%,11,2023/04/13
1919,920,,luwenyu110,-1,5,8,38%,13,2023/03/21
1920,920,,大英帝国第六步兵师,-5,17,23,43%,40,2023/04/04
1921,920,,OdinsChosen,-3,14,19,42%,33,2023/04/01
1922,920,,Sebbest1,+1,21,31,40%,52,2023/04/10
1923,920,,DeusVulpe,-1,9,10,47%,19,2023/04/07
1924,920,,Sauce PiKKante,+1,18,22,45%,40,2023/04/12
1925,920,,masterhex,+2,44,50,47%,94,2023/04/17
1926,920,,hentai is my passion,+1,4,7,36%,11,2023/04/10
1927,920,,Grafff,+2,9,9,50%,18,2023/04/16
1928,920,,LikioOo,+3,12,14,46%,26,2023/04/16
1929,920,,Huzardadi,+4,18,19,49%,37,2023/04/18
1930,920,,Hostis,-3,8,12,40%,20,2023/04/08
1931,919,,hoiKINpig,-1,22,21,51%,43,2023/04/12
1932,919,,wildes pony,+3,40,51,44%,91,2023/04/12
1933,919,,bb70,+4,25,26,49%,51,2023/04/16
1934,919,,Lucke,-1,16,17,48%,33,2023/03/22
1935,919,,Julek,+2,14,17,45%,31,2023/03/29
1936,918,,GourghK,-1,6,7,46%,13,2023/04/16
1937,918,,Kobralo,-1,4,6,40%,10,2023/04/11
1938,918,,Elroy lee,-1,45,41,52%,86,2023/04/08
1939,918,,FullForc3,-1,5,8,38%,13,2023/03/29
1940,918,,BlitzMachine,+1,6,8,43%,14,2023/03/25
1941,917,,N-xpat89,-1,8,12,40%,20,2023/03/22
1942,917,,Galooph,+2,7,8,47%,15,2023/03/22
1943,917,,Dr.Gonzo,-3,6,9,40%,15,2023/03/31
1944,917,,Psyclone,+1,30,34,47%,64,2023/04/14
