RANK,ELO,LEVEL,ALIAS,STREAK,WINS,LOSSES,RATIO,TOTAL,LAST GAME
2379,803,,Skenssy,-1,12,19,39%,31,2023/03/30
2380,803,,Terror|Riff,-1,26,31,46%,57,2023/04/08
2381,803,,xanto,+3,14,26,35%,40,2023/04/10
2382,802,,D!A5,-5,3,8,27%,11,2023/03/31
2383,801,,Imam lud da sam papir™,-4,46,63,42%,109,2023/04/15
2384,801,,airwolf_staubsauger9000,-1,6,12,33%,18,2023/04/02
2385,800,,SigmaVulcan,-4,4,11,27%,15,2023/04/10
2386,800,,Ericese,-1,5,13,28%,18,2023/04/15
2387,798,,[YHG]TLK,+1,4,11,27%,15,2023/04/09
2388,798,,Taterbait,-5,16,26,38%,42,2023/04/05
2389,798,,Brother,+2,40,48,45%,88,2023/04/01
2390,797,,SU Mopsi,-2,6,14,30%,20,2023/04/09
2391,797,,btbuk1,+1,11,18,38%,29,2023/04/16
2392,796,,kev1287,-3,15,24,38%,39,2023/04/02
2393,796,,Deadrabbit,+3,45,60,43%,105,2023/04/15
2394,796,,dERzwERgvOmbERg,-2,48,71,40%,119,2023/04/18
2395,796,,不关橙猫猫的事,-2,25,43,37%,68,2023/04/16
2396,796,,Allawenchen,-2,16,28,36%,44,2023/04/11
2397,795,,ALEXI5000,-2,12,21,36%,33,2023/04/12
2398,794,,[R.A.F]-A.Baader,-3,10,22,31%,32,2023/03/21
2399,794,,Heisenberg,-4,6,13,32%,19,2023/04/16
2400,794,,ANDOGNNI,+2,24,40,38%,64,2023/03/31
2401,793,,Wolfstorm,-1,5,12,29%,17,2023/04/10
2402,793,,holy_kiwi,+1,3,10,23%,13,2023/04/16
2403,793,,314193543,+2,6,11,35%,17,2023/04/16
2404,792,,Volksgrenadier,+2,14,23,38%,37,2023/04/16
2405,791,,SOL,-2,15,26,37%,41,2023/04/08
2406,791,,Vexmeister,-1,3,8,27%,11,2023/04/05
2407,790,,LO-HAJ,-4,3,10,23%,13,2023/03/26
2408,790,,Stark,+2,5,14,26%,19,2023/04/13
2409,790,,Patriot_one,+1,30,38,44%,68,2023/04/08
2410,789,,看看你过的什么日子,-3,2,10,17%,12,2023/04/05
2411,789,,Zahzul,-3,3,10,23%,13,2023/04/16
2412,787,,mclauer,-5,3,11,21%,14,2023/03/31
2413,786,,Erich von Manstein,-1,10,22,31%,32,2023/04/15
2414,786,,Necrophobis,+1,3,9,25%,12,2023/04/10
2415,785,,[S.A.D] arckange,-1,21,32,40%,53,2023/03/24
2416,785,,CatalanBaris,+2,9,17,35%,26,2023/04/02
2417,784,,Stuka_Ju87,-8,7,16,30%,23,2023/04/06
2418,783,,VenomusV,-1,5,11,31%,16,2023/04/14
2419,783,,bl4ckjack,+1,2,8,20%,10,2023/04/02
2420,783,,General Mills,-3,8,17,32%,25,2023/04/17
2421,782,,HawkNoire,-2,4,9,31%,13,2023/03/29
2422,782,,Markus,+2,15,31,33%,46,2023/04/17
2423,782,,caxulito,+1,20,39,34%,59,2023/04/17
2424,781,,마딕(madick),-3,4,11,27%,15,2023/04/11
2425,780,,Jakub,-3,10,16,38%,26,2023/04/06
2426,780,,murlocmarine,+2,9,18,33%,27,2023/04/14
2427,779,,Techno_Tapas_303,-3,5,14,26%,19,2023/04/18
2428,779,,DraftDodger,-1,56,64,47%,120,2023/03/30
2429,778,,Fragm3nt,-2,7,13,35%,20,2023/03/24
2430,777,,Schmedium Toaster,-4,5,13,28%,18,2023/04/01
2431,776,,Mountainman,-1,35,56,38%,91,2023/04/11
2432,776,,Goulaschkanone,-1,29,38,43%,67,2023/04/13
2433,776,,Afrikakorps,-4,4,12,25%,16,2023/03/25
2434,775,,Wu Wei,-1,7,18,28%,25,2023/04/06
2435,774,,Gordon Ramsme,-3,4,11,27%,15,2023/04/17
2436,774,,Mega_Matt,+3,17,29,37%,46,2023/04/14
2437,774,,Andrew Tate,-3,3,11,21%,14,2023/04/15
2438,774,,Eisenhorn,-1,5,11,31%,16,2023/03/27
2439,774,,Robin son,-3,2,12,14%,14,2023/04/06
2440,774,,930328284,-1,14,26,35%,40,2023/04/10
2441,773,,VANITAxxxxx567,+2,8,14,36%,22,2023/04/18
2442,772,,kaczq4,-3,6,15,29%,21,2023/04/16
2443,771,,JP,-2,4,13,24%,17,2023/04/11
2444,770,,Abubakar Shekau,-1,43,66,39%,109,2023/04/12
2445,769,,$zczuto,-1,4,9,31%,13,2023/04/17
2446,767,,moustachemanu,-1,7,14,33%,21,2023/04/17
2447,767,,HansGutAryan,-1,12,19,39%,31,2023/03/29
2448,766,,profweetard,+3,14,24,37%,38,2023/04/01
2449,766,,craps,-4,8,20,29%,28,2023/03/26
2450,766,,Ultraprimat,-4,8,19,30%,27,2023/04/15
2451,766,,Yellen,-2,41,59,41%,100,2023/04/12
2452,762,,19barbar86,+2,60,78,43%,138,2023/04/16
2453,756,,marijuana,-5,5,14,26%,19,2023/04/08
2454,755,,johannes95,-4,3,11,21%,14,2023/03/26
2455,755,,GeneralTso,-8,3,12,20%,15,2023/04/17
2456,755,,Killercrab1065,-1,5,13,28%,18,2023/04/09
2457,753,,Fredo,-5,4,11,27%,15,2023/03/31
2458,752,,educastillospain,+1,6,15,29%,21,2023/04/07
2459,752,,不浪漫罪名,-5,4,13,24%,17,2023/04/14
2460,752,,echeve.santi,-4,14,22,39%,36,2023/04/07
2461,750,,Grover the Trash Hermit,-2,6,13,32%,19,2023/04/13
2462,750,,donot85,+2,8,16,33%,24,2023/04/12
2463,749,,Gnasken,-4,11,20,35%,31,2023/04/13
2464,749,,JBsarg3,-6,2,8,20%,10,2023/04/06
2465,749,,Shafty,-6,14,30,32%,44,2023/04/14
2466,747,,MrJossiboy,-3,2,9,18%,11,2023/03/23
2467,747,,jcanary54,-7,3,10,23%,13,2023/04/12
2468,747,,Krzysiek_PL,-10,0,10,0%,10,2023/03/26
2469,747,,wayneo0,-9,6,22,21%,28,2023/04/07
2470,746,,USSR,-2,8,16,33%,24,2023/03/22
2471,745,,Dethburger,+1,13,29,31%,42,2023/04/16
2472,744,,N8an,-1,2,9,18%,11,2023/03/21
2473,744,,Nascour90,+1,1,9,10%,10,2023/04/12
2474,742,,FuzzyDunlop81,-3,1,9,10%,10,2023/03/31
2475,741,,AtlasRedux,+1,17,37,31%,54,2023/03/28
2476,741,,GENERAL BALLSLAPPER,-1,5,14,26%,19,2023/04/15
2477,740,,iscl21,-2,3,12,20%,15,2023/04/17
2478,738,,553148533,+1,1,11,8%,12,2023/03/21
2479,737,,Junker,+1,2,8,20%,10,2023/03/22
2480,737,,Bob8401318,-3,2,9,18%,11,2023/03/30
2481,737,,Gbr95,-5,2,10,17%,12,2023/03/28
2482,734,,gisak,+1,6,19,24%,25,2023/04/08
2483,732,,< blank >,-2,16,30,35%,46,2023/04/13
2484,732,,JKimmawasp,-4,3,11,21%,14,2023/04/09
2485,732,,迷失之奥拉夫,-4,1,9,10%,10,2023/03/29
2486,731,,1271031010,-2,2,12,14%,14,2023/04/02
2487,731,,Jayce The Doe,-5,24,50,32%,74,2023/04/14
2488,730,,Eat_Sleep_Dave_Repeat,+2,3,10,23%,13,2023/04/11
2489,730,,BLUE Guy,-4,7,16,30%,23,2023/04/05
2490,730,,CTG｜SS,-5,3,10,23%,13,2023/03/30
2491,729,,White,+1,23,45,34%,68,2023/04/14
2492,728,,Allied Mastercomputer,-1,6,17,26%,23,2023/04/03
2493,727,,Bradbury,-3,16,38,30%,54,2023/04/06
2494,726,,Komix,-1,11,25,31%,36,2023/03/21
2495,726,,Jonesman265,+1,1,9,10%,10,2023/04/04
2496,724,,Blondin,-6,9,21,30%,30,2023/04/17
2497,723,,Herzog Otto,-5,3,10,23%,13,2023/04/09
2498,722,,Junky147,-8,1,11,8%,12,2023/03/29
2499,722,,Bourrafond,-4,3,9,25%,12,2023/04/15
2500,721,,I Am Ed,-6,1,9,10%,10,2023/04/14
2501,721,,I Am Ed,-6,1,9,10%,10,2023/04/14
2502,720,,giluma404,-3,2,9,18%,11,2023/04/10
2503,720,,Jul,-6,3,14,18%,17,2023/04/08
2504,717,,klopinsel,+1,11,24,31%,35,2023/04/14
2505,716,,3che,-4,5,16,24%,21,2023/04/17
2506,715,,kundernietsvan,-7,1,9,10%,10,2023/04/16
2507,715,,ScottNoM8s,-10,1,10,9%,11,2023/04/08
2508,715,,Legba,-2,8,18,31%,26,2023/04/14
2509,715,,Samako,-1,3,13,19%,16,2023/04/15
2510,714,,ferdinand,-6,2,12,14%,14,2023/04/08
2511,714,,obaum69,-3,10,22,31%,32,2023/04/16
2512,713,,christus99,-3,6,20,23%,26,2023/04/16
2513,711,,Cpt.Dankey,-5,1,11,8%,12,2023/03/29
2514,709,,matt197,+1,5,18,22%,23,2023/04/16
2515,708,,m0t0r,-2,11,18,38%,29,2023/03/26
2516,708,,Beetle,-5,7,23,23%,30,2023/04/17
2517,704,,Veeh Youtube,-3,18,43,30%,61,2023/04/17
2518,704,,Knigge,-1,43,73,37%,116,2023/04/17
2519,701,,nerbul,+1,18,38,32%,56,2023/04/13
2520,695,,ojeda622,+1,3,13,19%,16,2023/04/15
2521,692,,freeclimber,-3,8,19,30%,27,2023/04/15
2522,691,,NEILO-LTC,+1,16,24,40%,40,2023/03/26
2523,686,,OverEasy13,-6,1,9,10%,10,2023/04/14
2524,685,,Maangas,-5,3,11,21%,14,2023/04/12
2525,685,,HerbthePerv,+1,9,20,31%,29,2023/04/17
2526,685,,KlerosTNT,-9,1,9,10%,10,2023/04/01
2527,684,,Selfishbanshee,-1,5,15,25%,20,2023/04/11
2528,684,,Maleven,-2,16,41,28%,57,2023/04/17
2529,683,,Miku,+1,31,62,33%,93,2023/04/16
2530,680,,RAF FR,-9,7,20,26%,27,2023/04/14
2531,679,,Copaex,-4,2,16,11%,18,2023/04/07
2532,678,,Xav,+2,36,93,28%,129,2023/04/08
2533,674,,dieselcasa,-6,1,9,10%,10,2023/04/15
2534,673,,Cosk,-1,8,24,25%,32,2023/03/31
2535,671,,PlayofAthens,-6,9,26,26%,35,2023/03/29
2536,669,,W3rw0lf,-5,21,70,23%,91,2023/04/18
2537,664,,[MG] BulletDispenser,-8,25,52,32%,77,2023/03/21
2538,663,,Laredo,-4,5,20,20%,25,2023/04/08
2539,663,,A.Brent,-10,0,10,0%,10,2023/04/10
2540,659,,xXPINKxxFLOYDXx,-5,1,12,8%,13,2023/03/25
2541,658,,LoneRaider,-4,11,29,28%,40,2023/04/10
2542,656,,lovas47,-3,4,16,20%,20,2023/04/17
2543,655,,dennis.sturm87,+2,6,21,22%,27,2023/04/15
2544,650,,iBucNasty,-2,5,25,17%,30,2023/04/13
2545,650,,WALDEMAR☠,-4,10,36,22%,46,2023/04/16
2546,648,,Spontaneous,-4,3,18,14%,21,2023/04/16
2547,646,,Whykiki FR,-9,1,11,8%,12,2023/03/25
2548,640,,rabbidrascal,-2,2,18,10%,20,2023/04/17
2549,637,,j18el,-6,73,122,37%,195,2023/04/16
2550,634,,Schnipster1,-4,4,18,18%,22,2023/04/12
2551,634,,Vito Scaletta,-10,11,38,22%,49,2023/04/13
2552,633,,Kurowasun,-11,0,11,0%,11,2023/03/29
2553,632,,Jub,-1,6,16,27%,22,2023/04/17
2554,632,,christianln1,-9,9,33,21%,42,2023/04/16
2555,630,,Feindflug,-10,7,25,22%,32,2023/03/27
2556,629,,Wrujo,-3,14,51,22%,65,2023/04/17
2557,626,,{ ลูฟี่ }2017,-3,7,35,17%,42,2023/04/07
2558,613,,Karstenbrandt,-7,2,15,12%,17,2023/04/10
2559,610,,derrick_dutchy,+1,10,30,25%,40,2023/04/10
2560,610,,Rurin,-3,8,28,22%,36,2023/03/23
2561,607,,Clopticon,-8,50,93,35%,143,2023/04/15
2562,596,,MarRei0407,-12,5,26,16%,31,2023/04/02
2563,596,,MENTALLY ILL LIL SQUARE BUB,-5,5,22,19%,27,2023/04/11
2564,575,,Mad Duck,-16,1,21,5%,22,2023/04/08
2565,573,,Skripos,-3,9,35,20%,44,2023/04/04
2566,564,,lelo.10452,-9,1,17,6%,18,2023/03/23
2567,562,,守猎者01,-18,0,18,0%,18,2023/04/17
2568,561,,爱念痛,-4,21,78,21%,99,2023/04/10
2569,555,,yoshibo,-3,24,130,16%,154,2023/04/14
2570,543,,pabloocontreras13,-21,2,27,7%,29,2023/04/09
2571,540,,SirOwnsAlot,-1,19,85,18%,104,2023/04/09
2572,537,,牛人,-6,4,22,15%,26,2023/04/15
2573,531,,helene8,-19,0,19,0%,19,2023/04/08
